CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,timezone1,MatchEndDate,MatchEndTime,MATCH_NO_OF_OVERS,ROUND_ID,MatchTypeName,RowNo,CompetitionName,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,MatchHomeTeamLogo,MatchAwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,ProjectedScore,2ndProjectedScore,3rdProjectedScore,TeamType,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,matchDateTime,timestamp,CustomMatchTime
82,644,1,One Day D/N,Post,2022-10-11,11 Oct 2022,India vs South Africa,13:30,08:00 GMT,2022-10-11,5,South Africa,1,India,SA,IND,17,Arun Jaitley Stadium,India Won by 7  Wickets ,India,India Won The Toss And Elected To Field, Won The Toss And Elected To Field,1,99/10 (27.1 Ov),105/3 (19.1 Ov),,2022-10-11 13:30:00,Delhi,,,,,,,,44,221,87,86,1,India,,,,,5,South Africa,Asia/Kolkata,11 Oct 2022,22:00,50,0,ODI,3.0,South Africa Tour Of India Odi Series 2022,Anil Chaudhary,Madanagopal Jayaraman,Virender Kumar Sharma,India Won by 7  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/unTWVPIPbz1724744455LlZ2REbyDx1690461185sa.png,0,+9.5,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,28,23,3,2,121.73,https://scores.bcci.tv/matchcentre/playerimages/lavw1UAy1h167898886312.png,2019-100mb00000000190-c62cbae544b711,Sanju Samson,2,4,0,0,50.0,https://scores.bcci.tv/matchcentre/playerimages/MQNAHEeOEr1692611429190.png,2021-100mb00000000586-8238f85f91de11,Marco Jansen,5.1,43,0,0,8.32,0.0,https://scores.bcci.tv/matchcentre/playerimages/ZMxO4bfFPg1666338716586.png,,,100,2,99/10 (27.1 Overs),99,10,27.1,3.64,105/3 (19.1 Overs),105,3,19.1,5.48,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3rd  ODI,,,3.0,274,0,0,,Kuldeep Yadav,,14,-,-,4,18,https://scores.bcci.tv/matchcentre/playerimages/bXRyzgPsmN167898883214.png,,,,,0.0,
88,692,11,T20 WarmUp Practice,Post,2022-10-17,17 Oct 2022,India VS Australia,14:00,04:00 GMT,2022-10-17,1,India,2,Australia,IND,AUS,2,The Gabba,India Won by 6 Runs ,Australia,Australia won the Toss and elected to Field, won the Toss and elected to Field,1,186/7 (20.0 Ov),180/10 (20.0 Ov),,2022-10-17T14:00:00,Brisbane,,,,,,,,156,29,143,85,1,India,,,,,2,Australia,Australia/Brisbane,17 Oct 2022,18:30,20,0,T20,1.0,ICC T20 World Cup Warm-up Matches 2022,Adrian Holdstock,Chris Gaffaney,Richard Illingworth,India Won by 6 Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/aus.png?v=6,0,+9.5,2019-100mb00000000085-5f7c775f30f311,Kane Richardson,0,1,0,0,0.0,https://new-matchcentre.s3.amazonaws.com/SLC/images/player-thumb.jpg?v=1,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,0,0,0,0,0.0,https://new-matchcentre.s3.amazonaws.com/SLC/images/player-thumb.jpg?v=1,2018-100mb00000000047-1bfc8ff2f88b11,Mohammad Shami,1.0,4,0,3,4.0,2.0,https://scores.bcci.tv/matchcentre/playerimages/O2bg16hxiA166607979447.png,,,,2,186/7 (20.0 Overs),186,7,20.0,9.3,180/10 (20.0 Overs),180,10,20.0,9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1st T20I,,,1.0,180,0.0,0.0,,,,,,,,,,,,,,0.0,
88,693,11,T20 WarmUp Practice,Post,2022-10-19,19 Oct 2022,New Zealand VS India,18:00,08:00 GMT,2022-10-19,1,India,4,New Zealand,IND,NZ,2,The Gabba,Match Abandoned,India,,,0,,,,2022-10-19T18:00:00,Brisbane,,,,,,,,0,0,0,0,4,New Zealand,,,,,1,India,Australia/Brisbane,19 Oct 2022,23:30,20,0,T20,2.0,ICC T20 World Cup Warm-up Matches 2022,,,,Match Abandoned,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,,,0,0,0,0,0.0,,,,0,0,0,0,0.0,,,,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2nd  T20I,,,2.0,,,,,,,,,,,,,,,,,0.0,
87,685,8,T20 (N),Post,2022-10-23,23 Oct 2022,India VS Pakistan,19:00,08:00 GMT,2022-10-23,8,Pakistan,1,India,PAK,IND,3,Melbourne Cricket Ground,India Won by 4  Wickets ,India,India won the Toss and elected to Field, won the Toss and elected to Field,1,159/8 (20.0 Ov),160/6 (20.0 Ov),,2022-10-23T19:00:00,Melbourne,,,,,,,,30,299,32,83,1,India,,,,,8,Pakistan,Asia/Kolkata,23 Oct 2022,23:00,20,0,T20,1.0,ICC Mens T20 World Cup 2022,Marais Erasmus,Rod Tucker,Richard Kettleborough,India Won by 4  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/zZ9X1MVaTw1660294326pakistan-logo.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://feeds-100mb.s3-ap-southeast-1.amazonaws.com/teamLogos/zZ9X1MVaTw1660294326pakistan-logo.png,0,+9.5,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,1,1,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/Y0fzXxpgNd166607980645.png,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,82,53,6,4,154.71,https://scores.bcci.tv/matchcentre/playerimages/q6m3glbNQq16660798662.png,2021-100mb00000000698-12ff0ae930a011,Mohammad Nawaz,4.0,42,0,2,10.5,12.0,https://scores.bcci.tv/matchcentre/playerimages/sQiHqNPJfX1666339104698.png,,,,2,159/8 (20.0 Overs),159,8,20.0,7.95,160/6 (20.0 Overs),160,6,20.0,8,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1st T20I,,,1.0,160,0.0,0.0,,,,,,,,,,,,,,0.0,
87,686,8,T20 (N),Post,2022-10-27,27 Oct 2022,India VS Netherlands,18:09,07:09 GMT,2022-10-27,1,India,27,Netherlands,IND,NED,4,Sydney Cricket Ground,India Won by 56  Runs ,India,India won the Toss and elected to bat, won the Toss and elected to bat,1,179/2 (20.0 Ov),123/9 (20.0 Ov),,2022-10-27T18:09:00,Sydney,,,,,,,,207,34,299,98,1,India,,,,,27,Netherlands,Asia/Kolkata,27 Oct 2022,23:00,20,0,T20,2.0,ICC Mens T20 World Cup 2022,Ahsan Raza,Michael Gough,Rod Tucker,India Won by 56  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/kncb.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://feeds-100mb.s3.ap-southeast-1.amazonaws.com/teamLogos/kncb.png,0,+9.5,ee37d61f2f2540a692ad37eecca008a,Paul Van Meekeren,14,6,3,0,233.33,https://scores.bcci.tv/matchcentre/playerimages/ppixwbWOS61666354791675.png,2022-100mb00000001469-f90079ac507011,Shariz Ahmad,16,11,2,0,145.45,https://scores.bcci.tv/matchcentre/playerimages/6B1CK2GaWf16663550411469.png,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,4.0,37,0,2,9.25,12.0,https://scores.bcci.tv/matchcentre/playerimages/nlhfBbvRHL1666079627125.png,,,,2,179/2 (20.0 Overs),179,2,20.0,8.95,123/9 (20.0 Overs),123,9,20.0,6.15,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2nd  T20I,,,2.0,123,0.0,0.0,,,,,,,,,,,,,,0.0,
87,687,8,T20 (N),Post,2022-10-30,30 Oct 2022,India VS South Africa,19:00,11:00 GMT,2022-10-30,1,India,5,South Africa,IND,SA,85,Perth Stadium,South Africa Won by 5  Wickets ,India,India won the Toss and elected to bat, won the Toss and elected to bat,1,133/9 (20.0 Ov),137/5 (19.4 Ov),,2022-10-30T19:00:00,Perth,,,,,,,,429,32,143,85,1,India,,,,,5,South Africa,Asia/Kolkata,30 Oct 2022,23:00,20,0,T20,3.0,ICC Mens T20 World Cup 2022,Langton Rusere,Richard Kettleborough,Richard Illingworth,South Africa Won by 5  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/south_afica.png?v=2,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/south_afica.png?v=2,0,+9.5,2019-100mb00000000128-e95bebea449911,David Miller,59,46,4,3,128.26,https://scores.bcci.tv/matchcentre/playerimages/dY4boPszyY1666338378128.png,2022-100mb00000000829-e8883032782a11,Wayne Parnell,2,5,0,0,40.0,https://scores.bcci.tv/matchcentre/playerimages/TRHbCsGUny1664347849829.png,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,3.4,21,0,0,5.73,0.0,https://scores.bcci.tv/matchcentre/playerimages/12c48dDDt4166607994115.png,,,,2,133/9 (20.0 Overs),133,9,20.0,6.65,137/5 (19.4 Overs),137,5,19.4,6.97,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,5,3rd  T20I,,,3.0,139,0.0,0.0,,,,,,,,,,,,,,0.0,
87,688,8,T20 (N),Post,2022-11-02,2 Nov 2022,India VS Bangladesh,18:30,08:00 GMT,2022-11-02,1,India,11,Bangladesh,IND,BAN,1,Adelaide Oval,India Won by 5  Runs  (D/L Method) ,Bangladesh,Bangladesh won the Toss and elected to Field, won the Toss and elected to Field,1,184/6 (20.0 Ov),145/6 (16.0 Ov),,2022-11-02T18:30:00,Adelaide,,,,,,,,40,30,143,85,1,India,,,,,11,Bangladesh,Asia/Kolkata,2 Nov 2022,22:00,20,0,T20,4.0,ICC Mens T20 World Cup 2022,Chris Brown,Marais Erasmus,Richard Illingworth,India Won by 5  Runs  (D/L Method) ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,0,+9.5,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,64,44,8,1,145.45,https://scores.bcci.tv/matchcentre/playerimages/q6m3glbNQq16660798662.png,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,13,6,1,1,216.66,https://scores.bcci.tv/matchcentre/playerimages/Y0fzXxpgNd166607980645.png,2021-100mb00000000705-8fcfff38331e11,Shoriful Islam,4.0,57,0,0,14.25,0.0,https://scores.bcci.tv/matchcentre/playerimages/5x8VuDziil1666341627705.png,,,,2,184/6 (20.0 Overs),184,6,20.0,9.2,145/6 (16.0 Overs),145,6,16.0,9.06,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,4th  T20I,16,151,4.0,144,0.0,0.0,,,,,,,,,,,,,,0.0,
87,689,8,T20 (N),Post,2022-11-06,6 Nov 2022,India VS Zimbabwe,19:00,08:00 GMT,2022-11-06,1,India,10,Zimbabwe,IND,ZIM,3,Melbourne Cricket Ground,India Won by 71  Runs ,India,India won the Toss and elected to bat, won the Toss and elected to bat,1,186/5 (20.0 Ov),115/10 (17.2 Ov),,2022-11-06T19:00:00,Melbourne,,,,,,,,32,299,353,85,1,India,,,,,10,Zimbabwe,Asia/Kolkata,6 Nov 2022,23:00,20,0,T20,5.0,ICC Mens T20 World Cup 2022,Richard Kettleborough,Rod Tucker,Aleem Dar,India Won by 71  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/9xq9G9pdvs1658826183zimbabwe.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://feeds-100mb.s3-ap-southeast-1.amazonaws.com/teamLogos/9xq9G9pdvs1658826183zimbabwe.png,0,+9.5,2022-100mb00000000824-51bd4c64762311,Tendai Chatara,4,4,1,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/uyPu34JVHx1666354360824.png,2022-100mb00000000827-9acd362f762311,Blessing Muzarabani,0,2,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/WDwklu9UMn1666354141827.png,2019-100mb00000000110-79ae08f5449411,Axar Patel,3.2,40,0,1,12.0,20.0,https://scores.bcci.tv/matchcentre/playerimages/ZeTnIN4M0m1666079725110.png,,,,2,186/5 (20.0 Overs),186,5,20.0,9.3,115/10 (17.2 Overs),115,10,17.2,6.63,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,5th  T20I,,,5.0,132,0.0,0.0,,,,,,,,,,,,,,0.0,
87,717,8,T20 (N),Post,2022-11-10,10 Nov 2022,India VS England,18:30,08:00 GMT,2022-11-10,1,India,3,England,IND,ENG,1,Adelaide Oval,England Won by 10  Wickets ,England,England won the Toss and elected to Field, won the Toss and elected to Field,0,168/6 (20.0 Ov),170/0 (16.0 Ov),,2022-11-10T18:30:00,Adelaide,,,,,,,,27,407,29,85,1,India,,,,,3,England,Asia/Kolkata,10 Nov 2022,22:30,20,13,T20,6.0,ICC Mens T20 World Cup 2022,Kumar Dharmasena,Paul Reiffel,Chris Gaffaney,England Won by 10  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/england.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/england.png,0,+9.5,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,80,49,9,3,163.26,https://scores.bcci.tv/matchcentre/playerimages/W2Ie1iwJSC1657192981182.png,2022-100mb00000001638-16f08fea5dc911,Alex Hales,86,47,4,7,182.97,https://scores.bcci.tv/matchcentre/playerimages/BXHRFNQ1d816678917691638.png,2018-100mb00000000047-1bfc8ff2f88b11,Mohammad Shami,3.0,39,0,0,13.0,0.0,https://scores.bcci.tv/matchcentre/playerimages/O2bg16hxiA166607979447.png,,,,2,168/6 (20.0 Overs),168,6,20.0,8.4,170/0 (16.0 Overs),170,0,16.0,10.62,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,Semi Final,,,6.0,212,0.0,0.0,,,,,,,,,,,,,,0.0,
90,702,8,T20 (N),Post,2022-11-18,18 Nov 2022,New Zealand VS India,19:30,06:30 GMT,2022-11-18,1,India,4,New Zealand,IND,NZ,86,Sky Stadium,Match Abandoned,India,,,1,,,,2022-11-18T19:30:00,Wellington,,,,,,,,40,41,471,79,4,New Zealand,,,,,1,India,Asia/Kolkata,18 Nov 2022,23:30,20,0,T20,1.0,India tour of New Zealand T20 Series 2022-23,Chris Brown,Wayne Knights,Kim Cotton,Match Abandoned,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,,,0,0,0,0,0.0,,,,0,0,0,0,0.0,,,,0,0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1st T20I,,,1.0,,,,,,,,,,,,,,,,,0.0,
90,703,8,T20 (N),Post,2022-11-20,20 Nov 2022,New Zealand VS India,19:30,06:30 GMT,2022-11-20,1,India,4,New Zealand,IND,NZ,45,Bay Oval,India Won by 65  Runs ,New Zealand,New Zealand won the Toss and elected to Field, won the Toss and elected to Field,1,191/6 (20.0 Ov),126/10 (18.5 Ov),,2022-11-20T19:30:00,Mount Maunganui,,,,,,,,29,41,40,0,4,New Zealand,,,,,1,India,Asia/Kolkata,20 Nov 2022,23:30,20,0,T20,2.0,India tour of New Zealand T20 Series 2022-23,Chris Gaffaney,Wayne Knights,Chris Brown,India Won by 65  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000157-1c991f1e44ac11,Adam Milne,6,5,0,1,120.0,https://scores.bcci.tv/matchcentre/playerimages/LPNvqUw0qS1666166247157.png,2019-100mb00000000069-7aeb5c411e3711,Lockie Ferguson,1,1,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/EyCA5voQ1A166616635969.png,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,2.5,10,0,4,3.53,4.25,https://scores.bcci.tv/matchcentre/playerimages/LAMCW2YzFL1666080004215.png,,,,2,191/6 (20.0 Overs),191,6,20.0,9.55,126/10 (18.5 Overs),126,10,18.5,6.69,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,2nd  T20I,,,2.0,133,0.0,0.0,,,,,,,,,,,,,,0.0,
90,704,8,T20 (N),Post,2022-11-22,22 Nov 2022,New Zealand VS India,19:30,06:30 GMT,2022-11-22,4,New Zealand,1,India,NZ,IND,6,Mclean Park,Match Tied by D/L Method,New Zealand,New Zealand won the Toss and elected to bat, won the Toss and elected to bat,0,160/10 (19.4 Ov),75/4 (9.0 Ov),,2022-11-22T19:30:00,Napier,,,,,,,,40,29,41,79,4,New Zealand,,,,,1,India,Asia/Kolkata,22 Nov 2022,23:30,20,0,T20,3.0,India tour of New Zealand T20 Series 2022-23,Chris Brown,Chris Gaffaney,Wayne Knights,Match Tied by D/L Method,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,9,9,0,0,100.0,https://scores.bcci.tv/matchcentre/playerimages/LAMCW2YzFL1666080004215.png,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,30,18,3,1,166.66,https://scores.bcci.tv/matchcentre/playerimages/4GsOwmNi1H166607976054.png,2019-100mb00000000076-157250c41e4011,Ish Sodhi,2.0,12,0,1,6.0,12.0,https://scores.bcci.tv/matchcentre/playerimages/MUqdOnd6lI166616632376.png,,,,2,160/10 (19.4 Overs),160,10,19.4,8.14,75/4 (9.0 Overs),75,4,9.0,8.33,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3rd  T20I,,,3.0,166,0.0,0.0,,,,,,,,,,,,,,0.0,
91,705,1,One Day D/N,Post,2022-11-25,25 Nov 2022,New Zealand VS India,14:30,01:30 GMT,2022-11-25,1,India,4,New Zealand,IND,NZ,10,Eden Park,New Zealand Won by 7  Wickets ,New Zealand,New Zealand won the Toss and elected to Field, won the Toss and elected to Field,1,306/7 (50.0 Ov),309/3 (47.1 Ov),,2022-11-25T14:30:00,Auckland,,,,,,,,40,29,41,79,4,New Zealand,,,,,1,India,Asia/Kolkata,25 Nov 2022,22:30,50,0,ODI,1.0,India Tour of New Zealand ODI Series 2022-23,Chris Brown,Chris Gaffaney,Wayne Knights,New Zealand Won by 7  Wickets ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,94,98,7,1,95.91,https://scores.bcci.tv/matchcentre/playerimages/8rWbWxwE90166616615765.png,2019-100mb00000000072-9e7ccdb31e3711,Tom Latham,145,104,19,5,139.42,https://scores.bcci.tv/matchcentre/playerimages/yngVkqRWq7166868329572.png,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,8.1,68,0,0,8.33,0.0,https://scores.bcci.tv/matchcentre/playerimages/nlhfBbvRHL1666079627125.png,,,97.17,2,306/7 (50.0 Overs),306,7,50.0,6.12,309/3 (47.1 Overs),309,3,47.1,6.55,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,1st ODI,,,1.0,327,0.0,0.0,,,,,,,,,,,,,,0.0,
91,706,1,One Day D/N,Post,2022-11-27,27 Nov 2022,New Zealand VS India,14:30,01:30 GMT,2022-11-27,1,India,4,New Zealand,IND,NZ,8,Seddon Park,No Result,New Zealand,New Zealand won the Toss and elected to Field, won the Toss and elected to Field,1,89/1 (12.5 Ov),,,2022-11-27T14:30:00,Hamilton,,,,,,,,29,41,40,79,4,New Zealand,,,,,1,India,Asia/Kolkata,27 Nov 2022,22:30,29,0,ODI,2.0,India Tour of New Zealand ODI Series 2022-23,Chris Gaffaney,Wayne Knights,Chris Brown,No Result,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000174-619a804244af11,Suryakumar Yadav,34,25,2,3,136.0,https://scores.bcci.tv/matchcentre/playerimages/ZVrnT1DWZG1666079706174.png,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,45,42,4,1,107.14,https://scores.bcci.tv/matchcentre/playerimages/Shubman-Gill-52.jpg,2019-100mb00000000069-7aeb5c411e3711,Lockie Ferguson,2.5,24,0,0,8.47,0.0,https://scores.bcci.tv/matchcentre/playerimages/EyCA5voQ1A166616635969.png,,,22.13,1,89/1 (12.5 Overs),89,1,12.5,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2nd  ODI,,,2.0,201,251.0,283.0,,,,,,,,,,,,,,0.0,
91,707,1,One Day D/N,Post,2022-11-30,30 Nov 2022,New Zealand VS India,14:30,01:30 GMT,2022-11-30,1,India,4,New Zealand,IND,NZ,47,Hagley Oval,No Result,New Zealand,New Zealand won the Toss and elected to Field, won the Toss and elected to Field,0,219/10 (47.3 Ov),104/1 (18.0 Ov),,2022-11-30T14:30:00,Christchurch ,,,,,,,,40,29,39,79,4,New Zealand,,,,,1,India,Asia/Kolkata,30 Nov 2022,22:30,50,0,ODI,3.0,India Tour of New Zealand ODI Series 2022-23,Chris Brown,Chris Gaffaney,Shaun Haig,No Result,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/new_zealand.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2021-100mb00000000601-517399b0ceaf11,Devon Conway,38,51,6,0,74.5,https://scores.bcci.tv/matchcentre/playerimages/Xvsnqcihr41666166280601.png,2019-100mb00000000065-4ae3f0e41e3711,Kane Williamson,0,3,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/8rWbWxwE90166616615765.png,2019-100mb00000000125-2485f88b449911,Arshdeep Singh,5.0,21,1,0,4.2,0.0,https://scores.bcci.tv/matchcentre/playerimages/nlhfBbvRHL1666079627125.png,,,100,2,219/10 (47.3 Overs),219,10,47.3,4.61,104/1 (18.0 Overs),104,1,18.0,5.78,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3rd  ODI,,,3.0,289,0.0,0.0,,,,,,,,,,,,,,0.0,
93,711,6,Multi Day,Post,2022-12-14,14 Dec 2022,Bangladesh VS India,09:30,03:30 GMT,2022-12-14,1,India,11,Bangladesh,IND,BAN,70,Zahur Ahmed Chowdhury Stadium,India Won by 188  Runs ,India,India won the Toss and elected to bat, won the Toss and elected to bat,1,404/10 (133.5 Ov) & 258/2 dec (61.4 Ov),150/10 (55.5 Ov) & 324/10 (113.2 Ov),,2022-12-14T09:30:00,Chattogram,,,,,,,,34,90,40,83,11,Bangladesh,,,,,1,India,Asia/Kolkata,18 Dec 2022,17:30,200,0,Test,1.0,India Tour of Bangladesh Test Series 2022-23,Michael Gough,Sharfuddoula,Chris Brown,India Won by 188  Runs ,https://scores.bcci.tv/matchcentre/teamlogos/india.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,https://scores.bcci.tv/matchcentre/teamlogos/bng.png,https://scores.bcci.tv/matchcentre/teamlogos/india.png,0,+9.5,2019-100mb00000000358-98a7c783fbb111,Taijul Islam,4,15,0,0,26.66,https://scores.bcci.tv/matchcentre/playerimages/rU2ziCnZXO1670933858358.png,2022-100mb00000001019-045e2d90cf9911,Khaled Ahmed,0,1,0,0,0.0,https://scores.bcci.tv/matchcentre/playerimages/agFNDjlwQ416709337761019.png,2019-100mb00000000110-79ae08f5449411,Axar Patel,32.2,77,10,4,2.38,48.5,https://scores.bcci.tv/matchcentre/playerimages/ZeTnIN4M0m1666079725110.png,,,89.17,4,404/10 (133.5 Overs),404,10,133.5,3.02,150/10 (55.5 Overs),150,10,55.5,2.69,258/2 dec (61.4 Overs),258,2 dec,61.4,4.18,324/10 (113.2 Overs),324,10,113.2,2.86,,,,,,,,,,,2,1,India,11,Bangladesh,,,,,1,1st Test,,,1.0,0,0.0,0.0,,,,,,,,,,,,,,0.0,
