gid,match_id,match_name,class_name,start_date,balls,pitchmap_balls,beehive_balls,wagon_balls,catch_map_balls,has_tracking,match_status,path
23207335-0fff-445a-9318-a5e33b59250c,233425,"Australia v Zimbabwe at Colombo (RPS), ICC Men's T20 World Cup, 13 Feb 2026",Twenty20 international,2026-02-13,244,243,237,157,8,True,complete,T20/men_international/23207335-0fff-445a-9318-a5e33b59250c.csv
1a6a1538-79c6-44e3-8cf3-a04225986c16,233424,"India v Namibia at Delhi, ICC Men's T20 World Cup, 12 Feb 2026",Twenty20 international,2026-02-12,242,240,233,138,10,True,complete,T20/men_international/1a6a1538-79c6-44e3-8cf3-a04225986c16.csv
55418d89-fc29-4691-a9c3-3d420f204592,233422,"Sri Lanka v Oman at Pallekele, ICC Men's T20 World Cup, 12 Feb 2026",Twenty20 international,2026-02-12,250,247,243,154,4,True,complete,T20/men_international/55418d89-fc29-4691-a9c3-3d420f204592.csv
8b2e2872-072b-4993-b5b1-08b7ce416e28,233423,"Nepal v Italy at Mumbai, ICC Men's T20 World Cup, 12 Feb 2026",Twenty20 international,2026-02-12,195,193,193,122,6,True,complete,T20/men_international/8b2e2872-072b-4993-b5b1-08b7ce416e28.csv
5fe4d9ed-567b-44ab-9b85-d3f66f8ec4e2,233419,"South Africa v Afghanistan at Ahmedabad, ICC Men's T20 World Cup, 11 Feb 2026",Twenty20 international,2026-02-11,273,245,240,159,10,True,complete,T20/men_international/5fe4d9ed-567b-44ab-9b85-d3f66f8ec4e2.csv
2f8eebf6-faad-4165-9a3c-68b5aecf8ad6,233421,"England v West Indies at Mumbai, ICC Men's T20 World Cup, 11 Feb 2026",Twenty20 international,2026-02-11,243,241,234,150,11,True,complete,T20/men_international/2f8eebf6-faad-4165-9a3c-68b5aecf8ad6.csv
13a60e76-38c9-45e2-beb0-5e0ab5a26473,233420,"Australia v Ireland at Colombo (RPS), ICC Men's T20 World Cup, 11 Feb 2026",Twenty20 international,2026-02-11,224,223,221,136,10,True,complete,T20/men_international/13a60e76-38c9-45e2-beb0-5e0ab5a26473.csv
f8a075e5-57e8-4a6d-80f8-cacc1d942101,233418,"Pakistan v United States of America at Colombo (SSC), ICC Men's T20 World Cup, 10 Feb 2026",Twenty20 international,2026-02-10,248,245,242,153,12,True,complete,T20/men_international/f8a075e5-57e8-4a6d-80f8-cacc1d942101.csv
b98d7b19-c7a4-4530-ba64-089c6c8f0084,233417,"New Zealand v United Arab Emirates at Chennai, ICC Men's T20 World Cup, 10 Feb 2026",Twenty20 international,2026-02-10,220,220,213,155,6,True,complete,T20/men_international/b98d7b19-c7a4-4530-ba64-089c6c8f0084.csv
a1643e42-2bc0-438e-a103-d595e1031ba8,233416,"Netherlands v Namibia at Delhi, ICC Men's T20 World Cup, 10 Feb 2026",Twenty20 international,2026-02-10,236,234,229,152,7,True,complete,T20/men_international/a1643e42-2bc0-438e-a103-d595e1031ba8.csv
44594b28-d1a5-4512-9994-99963d4e8bd8,233413,"Scotland v Italy at Kolkata, ICC Men's T20 World Cup, 9 Feb 2026",Twenty20 international,2026-02-09,230,229,221,141,13,True,complete,T20/men_international/44594b28-d1a5-4512-9994-99963d4e8bd8.csv
415046ee-d008-495f-b732-a70953a361af,233415,"South Africa v Canada at Ahmedabad, ICC Men's T20 World Cup, 9 Feb 2026",Twenty20 international,2026-02-09,261,261,245,163,10,True,complete,T20/men_international/415046ee-d008-495f-b732-a70953a361af.csv
27342b82-c77a-47a0-bf92-5026fe920622,233414,"Zimbabwe v Oman at Colombo (SSC), ICC Men's T20 World Cup, 9 Feb 2026",Twenty20 international,2026-02-09,202,202,200,110,9,True,complete,T20/men_international/27342b82-c77a-47a0-bf92-5026fe920622.csv
d418d6a7-3c8d-4c4f-8f16-7bf6c8526398,233411,"England v Nepal at Mumbai, ICC Men's T20 World Cup, 8 Feb 2026",Twenty20 international,2026-02-08,253,252,240,152,9,True,complete,T20/men_international/d418d6a7-3c8d-4c4f-8f16-7bf6c8526398.csv
e651586f-7074-418e-8fa1-deb1d25167db,233410,"New Zealand v Afghanistan at Chennai, ICC Men's T20 World Cup, 8 Feb 2026",Twenty20 international,2026-02-08,238,237,229,159,6,True,complete,T20/men_international/e651586f-7074-418e-8fa1-deb1d25167db.csv
dbcf1ed1-1c2e-4fe5-9dd5-a56fb3d9f5de,233412,"Sri Lanka v Ireland at Colombo (RPS), ICC Men's T20 World Cup, 8 Feb 2026",Twenty20 international,2026-02-08,250,249,240,157,11,True,complete,T20/men_international/dbcf1ed1-1c2e-4fe5-9dd5-a56fb3d9f5de.csv
a6f5af57-70b5-4d88-8a63-aa90bec2efb0,233408,"West Indies v Scotland at Kolkata, ICC Men's T20 World Cup, 7 Feb 2026",Twenty20 international,2026-02-07,244,244,234,149,11,True,complete,T20/men_international/a6f5af57-70b5-4d88-8a63-aa90bec2efb0.csv
3fcda428-d2d2-4b8e-859b-ebe32b249acf,233407,"Pakistan v Netherlands at Colombo (SSC), ICC Men's T20 World Cup, 7 Feb 2026",Twenty20 international,2026-02-07,240,240,236,141,15,True,complete,T20/men_international/3fcda428-d2d2-4b8e-859b-ebe32b249acf.csv
96904c17-3f58-482b-8539-389f189270dc,233409,"India v United States of America at Mumbai, ICC Men's T20 World Cup, 7 Feb 2026",Twenty20 international,2026-02-07,246,244,240,131,14,True,complete,T20/men_international/96904c17-3f58-482b-8539-389f189270dc.csv
bd02c3fc-a987-483b-b75c-8903500fbff7,233912,"India v New Zealand at Thiruvananthapuram, 5th T20I, 31 Jan 2026",Twenty20 international,2026-01-31,248,0,0,167,9,False,complete,T20/men_international/bd02c3fc-a987-483b-b75c-8903500fbff7.csv
55df45e2-84b2-43a0-8bf0-3fff1ab3d2eb,233911,"India v New Zealand at Visakhapatnam, 4th T20I, 28 Jan 2026",Twenty20 international,2026-01-28,238,0,0,148,12,False,complete,T20/men_international/55df45e2-84b2-43a0-8bf0-3fff1ab3d2eb.csv
9df7fc2b-6e97-44f3-bbd2-ed8811f00b9c,233910,"India v New Zealand at Guwahati, 3rd T20I, 25 Jan 2026",Twenty20 international,2026-01-25,183,0,0,122,7,False,complete,T20/men_international/9df7fc2b-6e97-44f3-bbd2-ed8811f00b9c.csv
169773d9-8a02-42d6-99f0-a6a2dfb17eaa,233909,"India v New Zealand at Naya Raipur, 2nd T20I, 23 Jan 2026",Twenty20 international,2026-01-23,227,0,0,149,9,False,complete,T20/men_international/169773d9-8a02-42d6-99f0-a6a2dfb17eaa.csv
661cd9f6-729d-41b8-93f1-003b7179d417,233908,"India v New Zealand at Nagpur, 1st T20I, 21 Jan 2026",Twenty20 international,2026-01-21,252,0,0,167,14,False,complete,T20/men_international/661cd9f6-729d-41b8-93f1-003b7179d417.csv
dd7f6230-0ccf-43d1-ba65-f050d979a028,233907,"India v New Zealand at Indore, 3rd ODI, 18 Jan 2026",One-day international,2026-01-18,586,0,0,329,13,False,complete,ODI/men_international/dd7f6230-0ccf-43d1-ba65-f050d979a028.csv
5d41a79d-15be-4dc7-aa62-9f1e182d397f,233906,"India v New Zealand at Rajkot, 2nd ODI, 14 Jan 2026",One-day international,2026-01-14,597,0,0,332,7,False,complete,ODI/men_international/5d41a79d-15be-4dc7-aa62-9f1e182d397f.csv
996d796f-8f29-4511-87d8-c5dcfff80043,233905,"India v New Zealand at Vadodara, 1st ODI, 11 Jan 2026",One-day international,2026-01-11,609,0,0,344,8,False,complete,ODI/men_international/996d796f-8f29-4511-87d8-c5dcfff80043.csv
9647d283-cd13-42f5-80c9-1ebf276cb685,234342,"India Women v Sri Lanka Women at Thiruvananthapuram, 5th T20I, 30 Dec 2025",Women's T20I,2025-12-30,252,0,0,169,6,False,complete,T20/women_international/9647d283-cd13-42f5-80c9-1ebf276cb685.csv
a11c6946-18db-46c5-9bf9-79d10e29f82d,234341,"India Women v Sri Lanka Women at Thiruvananthapuram, 4th T20I, 28 Dec 2025",Women's T20I,2025-12-28,247,0,0,170,4,False,complete,T20/women_international/a11c6946-18db-46c5-9bf9-79d10e29f82d.csv
c23bd71b-bda0-43b6-a470-e0ffd6ff3bbd,234340,"India Women v Sri Lanka Women at Thiruvananthapuram, 3rd T20I, 26 Dec 2025",Women's T20I,2025-12-26,207,0,0,105,4,False,complete,T20/women_international/c23bd71b-bda0-43b6-a470-e0ffd6ff3bbd.csv
5c4c1a57-b2a8-4e31-ae7a-0c9795480a9f,234339,"India Women v Sri Lanka Women at Visakhapatnam, 2nd T20I, 23 Dec 2025",Women's T20I,2025-12-23,203,0,0,121,7,False,complete,T20/women_international/5c4c1a57-b2a8-4e31-ae7a-0c9795480a9f.csv
4d465ca4-54db-4883-a5d5-f5ba709045a0,234338,"India Women v Sri Lanka Women at Visakhapatnam, 1st T20I, 21 Dec 2025",Women's T20I,2025-12-21,214,0,0,134,3,False,complete,T20/women_international/4d465ca4-54db-4883-a5d5-f5ba709045a0.csv
e6342bfd-d809-4802-9189-c6a70ff0c1b5,227570,"India v South Africa at Ahmedabad, 5th T20I, 19 Dec 2025",Twenty20 international,2025-12-19,256,0,0,164,8,False,complete,T20/men_international/e6342bfd-d809-4802-9189-c6a70ff0c1b5.csv
974d7e6a-7dc3-4a17-ab2c-4daffc655d59,227568,"India v South Africa at Dharamsala, 3rd T20I, 14 Dec 2025",Twenty20 international,2025-12-14,217,80,80,109,4,True,complete,T20/men_international/974d7e6a-7dc3-4a17-ab2c-4daffc655d59.csv
af5dd3f5-90bc-450a-aafa-dda4825be19d,227567,"India v South Africa at New Chandigarh, 2nd T20I, 11 Dec 2025",Twenty20 international,2025-12-11,251,250,235,144,11,True,complete,T20/men_international/af5dd3f5-90bc-450a-aafa-dda4825be19d.csv
6c8c60db-1fb2-4915-894f-c3003c08ea88,227566,"India v South Africa at Cuttack, 1st T20I, 9 Dec 2025",Twenty20 international,2025-12-09,201,0,0,101,11,False,complete,T20/men_international/6c8c60db-1fb2-4915-894f-c3003c08ea88.csv
02897d28-1200-4a6d-92f8-eb36a7033283,227565,"India v South Africa at Visakhapatnam, 3rd ODI, 6 Dec 2025",One-day international,2025-12-06,543,540,524,284,7,True,complete,ODI/men_international/02897d28-1200-4a6d-92f8-eb36a7033283.csv
e2bde9da-6c75-42c4-8be2-89a98eacb8b1,227564,"India v South Africa at Naya Raipur, 2nd ODI, 3 Dec 2025",One-day international,2025-12-03,623,0,0,366,9,False,complete,ODI/men_international/e2bde9da-6c75-42c4-8be2-89a98eacb8b1.csv
c422f3d7-6a81-4ae3-8b6b-e5b4a3f3b397,227563,"India v South Africa at Ranchi, 1st ODI, 30 Nov 2025",One-day international,2025-11-30,609,0,0,316,14,False,complete,ODI/men_international/c422f3d7-6a81-4ae3-8b6b-e5b4a3f3b397.csv
4c44050c-8dee-45f9-8195-5d3f227011cf,227562,"India v South Africa at Guwahati, 2nd Test, 22-26 Nov 2025",Test,2025-11-22,2278,0,0,570,25,False,complete,Test/men_international/4c44050c-8dee-45f9-8195-5d3f227011cf.csv
f4002609-671f-472d-b42a-dfee6160ca8d,227561,"India v South Africa at Kolkata, 1st Test, 14-18 Nov 2025",Test,2025-11-14,1248,0,0,307,19,False,complete,Test/men_international/f4002609-671f-472d-b42a-dfee6160ca8d.csv
f8991ee6-09d0-48a9-836c-3601019c53dd,227551,"Australia v India at Brisbane, 5th T20I, 8 Nov 2025",Twenty20 international,2025-11-08,29,29,29,22,0,True,complete,T20/men_international/f8991ee6-09d0-48a9-836c-3601019c53dd.csv
1f1205a8-bd6a-425e-8658-0ce2c5e6c127,227550,"Australia v India at Carrara, 4th T20I, 6 Nov 2025",Twenty20 international,2025-11-06,237,235,228,137,10,True,complete,T20/men_international/1f1205a8-bd6a-425e-8658-0ce2c5e6c127.csv
2b893690-23b7-40c7-b3b5-fce9834d336f,228856,"India Women v South Africa Women at Navi Mumbai, ICC Women's Cricket World Cup, Final, 2 Nov 2025",Women's ODI,2025-11-02,591,588,576,305,10,True,complete,ODI/women_international/2b893690-23b7-40c7-b3b5-fce9834d336f.csv
d406818a-b575-4543-bd15-6933e0f5e42e,227549,"Australia v India at Hobart, 3rd T20I, 2 Nov 2025",Twenty20 international,2025-11-02,236,225,223,162,9,True,complete,T20/men_international/d406818a-b575-4543-bd15-6933e0f5e42e.csv
af9375ad-ffa3-4505-b34c-d9fedc74df08,227548,"Australia v India at Melbourne, 2nd T20I, 31 Oct 2025",Twenty20 international,2025-10-31,196,190,189,110,10,True,complete,T20/men_international/af9375ad-ffa3-4505-b34c-d9fedc74df08.csv
a11d9494-0eee-4724-96f9-5d8ea294731c,228855,"Australia Women v India Women at Navi Mumbai, ICC Women's Cricket World Cup, Semi-Final, 30 Oct 2025",Women's ODI,2025-10-30,608,604,591,333,4,True,complete,ODI/women_international/a11d9494-0eee-4724-96f9-5d8ea294731c.csv
2a5cd2a2-6ae0-49ac-bb04-0131338909f2,228854,"England Women v South Africa Women at Guwahati, ICC Women's Cricket World Cup, Semi-Final, 29 Oct 2025",Women's ODI,2025-10-29,572,571,555,262,9,True,complete,ODI/women_international/2a5cd2a2-6ae0-49ac-bb04-0131338909f2.csv
a7139545-8f84-4d97-b5d6-d46b48c01729,227547,"Australia v India at Canberra, 1st T20I, 29 Oct 2025",Twenty20 international,2025-10-29,60,59,57,41,1,True,complete,T20/men_international/a7139545-8f84-4d97-b5d6-d46b48c01729.csv
64c87a8a-2421-4bbb-867d-9ba836eeac44,228853,"India Women v Bangladesh Women at Navi Mumbai, ICC Women's Cricket World Cup, 26 Oct 2025",Women's ODI,2025-10-26,225,224,214,98,5,True,complete,ODI/women_international/64c87a8a-2421-4bbb-867d-9ba836eeac44.csv
28920c48-2b51-4e16-adfd-f5569521e267,228852,"England Women v New Zealand Women at Visakhapatnam, ICC Women's Cricket World Cup, 26 Oct 2025",Women's ODI,2025-10-26,421,420,409,183,6,True,complete,ODI/women_international/28920c48-2b51-4e16-adfd-f5569521e267.csv
7c1901c9-8935-454d-9739-0a680f2c119f,227546,"Australia v India at Sydney, 3rd ODI, 25 Oct 2025",One-day international,2025-10-25,522,521,511,262,7,True,complete,ODI/men_international/7c1901c9-8935-454d-9739-0a680f2c119f.csv
f2e4175d-e789-4c59-b1ab-fa8adb9b1f72,228851,"Australia Women v South Africa Women at Indore, ICC Women's Cricket World Cup, 25 Oct 2025",Women's ODI,2025-10-25,248,248,245,82,7,True,complete,ODI/women_international/f2e4175d-e789-4c59-b1ab-fa8adb9b1f72.csv
c7f6736e-30be-4355-874c-b6ce058605e3,228850,"Sri Lanka Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 24 Oct 2025",Women's ODI,2025-10-24,28,28,26,10,0,True,complete,ODI/women_international/c7f6736e-30be-4355-874c-b6ce058605e3.csv
cefb3fed-d5a0-4884-b81b-c87a97232a44,227545,"Australia v India at Adelaide, 2nd ODI, 23 Oct 2025",One-day international,2025-10-23,589,587,576,295,10,True,complete,ODI/men_international/cefb3fed-d5a0-4884-b81b-c87a97232a44.csv
93b381d6-a75f-472b-ae49-f98b20115050,228849,"India Women v New Zealand Women at Navi Mumbai, ICC Women's Cricket World Cup, 23 Oct 2025",Women's ODI,2025-10-23,567,567,560,321,9,True,complete,ODI/women_international/93b381d6-a75f-472b-ae49-f98b20115050.csv
4fc9b48a-2321-4bfa-a7b1-5ba6eb46cf9a,228848,"Australia Women v England Women at Indore, ICC Women's Cricket World Cup, 22 Oct 2025",Women's ODI,2025-10-22,552,550,543,265,5,True,complete,ODI/women_international/4fc9b48a-2321-4bfa-a7b1-5ba6eb46cf9a.csv
aa205842-da7e-4e14-9f96-efe1be97802f,228847,"South Africa Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 21 Oct 2025",Women's ODI,2025-10-21,376,373,362,179,8,True,complete,ODI/women_international/aa205842-da7e-4e14-9f96-efe1be97802f.csv
85577691-b9ff-4937-9847-69fd2e1814ac,228846,"Sri Lanka Women v Bangladesh Women at Navi Mumbai, ICC Women's Cricket World Cup, 20 Oct 2025",Women's ODI,2025-10-20,606,602,592,235,6,True,complete,ODI/women_international/85577691-b9ff-4937-9847-69fd2e1814ac.csv
18fea515-74db-4017-a759-0fd737b51679,228845,"India Women v England Women at Indore, ICC Women's Cricket World Cup, 19 Oct 2025",Women's ODI,2025-10-19,614,612,601,326,10,True,complete,ODI/women_international/18fea515-74db-4017-a759-0fd737b51679.csv
d269d545-62d5-4e00-84a0-5a51c16f21be,228844,"New Zealand Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 18 Oct 2025",Women's ODI,2025-10-18,161,161,150,47,3,True,complete,ODI/women_international/d269d545-62d5-4e00-84a0-5a51c16f21be.csv
7d6b05c1-b69c-4dec-9c64-68befdd67d0c,228843,"Sri Lanka Women v South Africa Women at Colombo (RPS), ICC Women's Cricket World Cup, 17 Oct 2025",Women's ODI,2025-10-17,216,214,208,107,3,True,complete,ODI/women_international/7d6b05c1-b69c-4dec-9c64-68befdd67d0c.csv
dc781a6a-781a-4481-a2c8-c3942431164b,228842,"Australia Women v Bangladesh Women at Visakhapatnam, ICC Women's Cricket World Cup, 16 Oct 2025",Women's ODI,2025-10-16,464,464,449,182,7,True,complete,ODI/women_international/dc781a6a-781a-4481-a2c8-c3942431164b.csv
2e795b88-709a-4e32-b32b-1a0eadf54cc6,228841,"England Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 15 Oct 2025",Women's ODI,2025-10-15,233,231,226,74,1,True,complete,ODI/women_international/2e795b88-709a-4e32-b32b-1a0eadf54cc6.csv
27311f04-536a-47b4-a11b-78e3d9fa08fc,228840,"Sri Lanka Women v New Zealand Women at Colombo (RPS), ICC Women's Cricket World Cup, 14 Oct 2025",Women's ODI,2025-10-14,314,313,299,131,5,True,complete,ODI/women_international/27311f04-536a-47b4-a11b-78e3d9fa08fc.csv
e185abc5-e700-410f-ba48-55bf80c4e65c,228839,"South Africa Women v Bangladesh Women at Visakhapatnam, ICC Women's Cricket World Cup, 13 Oct 2025",Women's ODI,2025-10-13,611,575,569,245,5,True,complete,ODI/women_international/e185abc5-e700-410f-ba48-55bf80c4e65c.csv
b83943f3-ec24-407a-9fda-ddc3b5b72641,228838,"India Women v Australia Women at Visakhapatnam, ICC Women's Cricket World Cup, 12 Oct 2025",Women's ODI,2025-10-12,605,605,587,314,12,True,complete,ODI/women_international/b83943f3-ec24-407a-9fda-ddc3b5b72641.csv
929ee6e0-022e-4c0f-abea-51f2b2dedf2b,228837,"England Women v Sri Lanka Women at Colombo (RPS), ICC Women's Cricket World Cup, 11 Oct 2025",Women's ODI,2025-10-11,590,589,574,245,10,True,complete,ODI/women_international/929ee6e0-022e-4c0f-abea-51f2b2dedf2b.csv
81e47e0c-393f-4bea-9bb3-59334a8ff272,227560,"India v West Indies at Delhi, 2nd Test, 10-14 Oct 2025",Test,2025-10-10,2231,0,0,630,11,False,complete,Test/men_international/81e47e0c-393f-4bea-9bb3-59334a8ff272.csv
49ff4566-8167-46ab-82ed-81241e004633,228836,"New Zealand Women v Bangladesh Women at Guwahati, ICC Women's Cricket World Cup, 10 Oct 2025",Women's ODI,2025-10-10,561,559,542,202,8,True,complete,ODI/women_international/49ff4566-8167-46ab-82ed-81241e004633.csv
d1c53795-5b2d-4518-8c4b-dc97e61cbb0b,228835,"India Women v South Africa Women at Visakhapatnam, ICC Women's Cricket World Cup, 9 Oct 2025",Women's ODI,2025-10-09,616,615,593,241,11,True,complete,ODI/women_international/d1c53795-5b2d-4518-8c4b-dc97e61cbb0b.csv
ba9d712a-1741-4eeb-89ca-42c13b79b2a4,228834,"Australia Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 8 Oct 2025",Women's ODI,2025-10-08,535,534,518,183,12,True,complete,ODI/women_international/ba9d712a-1741-4eeb-89ca-42c13b79b2a4.csv
7c531dad-faf4-4bd5-a848-3c154e0e223b,228833,"England Women v Bangladesh Women at Guwahati, ICC Women's Cricket World Cup, 7 Oct 2025",Women's ODI,2025-10-07,596,595,575,188,8,True,complete,ODI/women_international/7c531dad-faf4-4bd5-a848-3c154e0e223b.csv
a2f21b55-f71a-4647-8750-ef7807ae5927,228832,"New Zealand Women v South Africa Women at Indore, ICC Women's Cricket World Cup, 6 Oct 2025",Women's ODI,2025-10-06,556,554,533,232,8,True,complete,ODI/women_international/a2f21b55-f71a-4647-8750-ef7807ae5927.csv
981c58a1-c517-4234-aa6e-4aa4dc9025c3,228831,"India Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 5 Oct 2025",Women's ODI,2025-10-05,570,568,559,222,14,True,complete,ODI/women_international/981c58a1-c517-4234-aa6e-4aa4dc9025c3.csv
bbcbcd6c-599c-4048-a4d6-2550d53c13e9,228829,"England Women v South Africa Women at Guwahati, ICC Women's Cricket World Cup, 3 Oct 2025",Women's ODI,2025-10-03,218,218,209,64,3,True,complete,ODI/women_international/bbcbcd6c-599c-4048-a4d6-2550d53c13e9.csv
6eb9bf95-f4c7-4639-8480-80b0df8daf35,228828,"Bangladesh Women v Pakistan Women at Colombo (RPS), ICC Women's Cricket World Cup, 2 Oct 2025",Women's ODI,2025-10-02,433,431,418,117,6,True,complete,ODI/women_international/6eb9bf95-f4c7-4639-8480-80b0df8daf35.csv
2fb3411c-dafb-41e6-99bf-8627c9fd2e76,227559,"India v West Indies at Ahmedabad, 1st Test, 2-6 Oct 2025",Test,2025-10-02,1309,0,0,365,13,False,complete,Test/men_international/2fb3411c-dafb-41e6-99bf-8627c9fd2e76.csv
a556220a-3bd6-4a9d-8f75-42f060f5638f,228827,"Australia Women v New Zealand Women at Indore, ICC Women's Cricket World Cup, 1 Oct 2025",Women's ODI,2025-10-01,573,565,554,269,12,True,complete,ODI/women_international/a556220a-3bd6-4a9d-8f75-42f060f5638f.csv
b30a38f6-8abc-4635-907e-c855e04307e2,228826,"India Women v Sri Lanka Women at Guwahati, ICC Women's Cricket World Cup, 30 Sep 2025",Women's ODI,2025-09-30,575,575,558,264,10,True,complete,ODI/women_international/b30a38f6-8abc-4635-907e-c855e04307e2.csv
21cd64bc-acf9-4c07-bf78-f4e636b67e1b,228508,"India Women v Australia Women at Delhi, 3rd ODI, 20 Sep 2025",Women's ODI,2025-09-20,588,0,0,370,12,False,complete,ODI/women_international/21cd64bc-acf9-4c07-bf78-f4e636b67e1b.csv
db2aa31a-52d0-430b-a7b3-e26c4876b307,228507,"India Women v Australia Women at New Chandigarh, 2nd ODI, 17 Sep 2025",Women's ODI,2025-09-17,559,0,0,262,10,False,complete,ODI/women_international/db2aa31a-52d0-430b-a7b3-e26c4876b307.csv
635505e2-39d1-4a12-ad75-43b3c50da5c3,228506,"India Women v Australia Women at New Chandigarh, 1st ODI, 14 Sep 2025",Women's ODI,2025-09-14,578,0,0,301,5,False,complete,ODI/women_international/635505e2-39d1-4a12-ad75-43b3c50da5c3.csv
9492698a-0cbe-4faa-ab47-44c1048dc8d0,242458,"Sri Lanka v India at Galle, 1st Test, 15-19 Aug 2026",Test,2026-08-15,1956,1945,1941,606,29,True,complete,Test/men_international/9492698a-0cbe-4faa-ab47-44c1048dc8d0.csv
b53ef811-9198-44ac-a5f8-b4e266498f87,238974,"Zimbabwe v India at Harare, 3rd T20I, 26 Jul 2026",Twenty20 international,2026-07-26,260,260,241,157,10,True,complete,T20/men_international/b53ef811-9198-44ac-a5f8-b4e266498f87.csv
bfa214e0-2e55-4d99-9e75-fe48b320a9f5,238973,"Zimbabwe v India at Harare, 2nd T20I, 25 Jul 2026",Twenty20 international,2026-07-25,235,235,228,143,11,True,complete,T20/men_international/bfa214e0-2e55-4d99-9e75-fe48b320a9f5.csv
e5af26b9-56f0-4c56-99ce-8adb2d5400c8,238972,"Zimbabwe v India at Harare, 1st T20I, 23 Jul 2026",Twenty20 international,2026-07-23,215,214,201,107,9,True,complete,T20/men_international/e5af26b9-56f0-4c56-99ce-8adb2d5400c8.csv
3068bfaa-fe7f-4a49-8f1c-d1b9077bc171,229351,"England v India at Lord's, 3rd ODI, 19 Jul 2026",One-day international,2026-07-19,617,616,601,342,7,True,complete,ODI/men_international/3068bfaa-fe7f-4a49-8f1c-d1b9077bc171.csv
6e73a134-9362-4188-91e1-c18a9a60a017,229350,"England v India at Cardiff, 2nd ODI, 16 Jul 2026",One-day international,2026-07-16,549,548,532,242,13,True,complete,ODI/men_international/6e73a134-9362-4188-91e1-c18a9a60a017.csv
436872dc-ad4c-4940-b6de-ea1d627c9929,229349,"England v India at Birmingham, 1st ODI, 14 Jul 2026",One-day international,2026-07-14,573,572,560,272,8,True,complete,ODI/men_international/436872dc-ad4c-4940-b6de-ea1d627c9929.csv
9058660b-8087-451b-acf3-f0ce5f464aba,229348,"England v India at Southampton, 5th T20I, 11 Jul 2026",Twenty20 international,2026-07-11,256,255,242,171,11,True,complete,T20/men_international/9058660b-8087-451b-acf3-f0ce5f464aba.csv
794bebe5-e0ae-4a85-ae24-6c9c58b1372d,229340,"England Women v India Women at Lord's, Only Test, 10-13 Jul 2026",Women's Test,2026-07-10,1705,1705,1702,481,14,True,complete,Test/women_international/794bebe5-e0ae-4a85-ae24-6c9c58b1372d.csv
d9d13d73-b3b6-470d-8346-b7c1d5282479,229347,"England v India at Bristol, 4th T20I, 9 Jul 2026",Twenty20 international,2026-07-09,213,212,205,137,6,True,complete,T20/men_international/d9d13d73-b3b6-470d-8346-b7c1d5282479.csv
081e4436-77c8-408e-98ef-7f71321c2f35,229346,"England v India at Nottingham, 3rd T20I, 7 Jul 2026",Twenty20 international,2026-07-07,195,193,190,121,9,True,complete,T20/men_international/081e4436-77c8-408e-98ef-7f71321c2f35.csv
3607322f-ea86-4170-941e-13177ee9407b,228889,"Australia Women v England Women at Lord's, ICC Women's T20 World Cup, Final, 5 Jul 2026",Women's T20I,2026-07-05,235,234,226,144,1,True,complete,T20/women_international/3607322f-ea86-4170-941e-13177ee9407b.csv
81bd9c85-a67b-4205-b2c1-c38d06f703ae,243703,"India Women v Thailand Women at Dubai, DP World Women's T20 Asia Cup, 30 Aug 2026",Women's T20I,2026-08-30,220,0,0,105,10,False,complete,T20/women_international/81bd9c85-a67b-4205-b2c1-c38d06f703ae.csv
613401e4-69dc-459c-b420-85d8cf4741c1,243702,"Sri Lanka Women v UAE W at Dubai, DP World Women's T20 Asia Cup, 29 Aug 2026",Women's T20I,2026-08-29,169,0,0,82,6,False,complete,T20/women_international/613401e4-69dc-459c-b420-85d8cf4741c1.csv
798bc6ef-7163-46bc-9e39-17a0b602132a,243701,"Thailand Women v Hong Kong Women at Dubai, DP World Women's T20 Asia Cup, 28 Aug 2026",Women's T20I,2026-08-28,249,0,0,129,10,False,complete,T20/women_international/798bc6ef-7163-46bc-9e39-17a0b602132a.csv
3994ecc2-d4b1-4f9c-8f66-3a5fc783c0d1,242459,"Sri Lanka v India at Colombo (SSC), 2nd Test, 23-27 Aug 2026",Test,2026-08-23,2318,2317,2306,638,19,True,complete,Test/men_international/3994ecc2-d4b1-4f9c-8f66-3a5fc783c0d1.csv
