balls,batting_team_id,closure_id,innings_number,overs,runs,wickets,match_id,gid,target,ball_limit
83,2272,3,2,13.5,135,2,224692,303e7981-d6d7-4684-b798-4c100a3fa8e7,135,120
120,2617,5,1,20.0,175,8,224680,a6eaa29d-4ee4-4a5b-916d-4a93841dae1e,,120
81,2378,3,2,13.3,178,4,224680,a6eaa29d-4ee4-4a5b-916d-4a93841dae1e,176,120
120,1447,5,1,20.0,231,4,224686,81806002-ba40-4fad-a9d2-a81e7c3969fa,,120
120,1484,5,2,20.0,190,8,224686,81806002-ba40-4fad-a9d2-a81e7c3969fa,232,120
120,1056,5,1,20.0,160,8,224678,a0d99ec1-577f-4b2c-80f2-dd8bccc5cae6,,120
119,1168,1,2,19.5,150,10,224678,a0d99ec1-577f-4b2c-80f2-dd8bccc5cae6,161,120
120,1013,5,1,20.0,251,5,224676,656d359b-57fc-41b0-8033-98368e6d3e47,,120
115,2234,1,2,19.1,203,10,224676,656d359b-57fc-41b0-8033-98368e6d3e47,252,120
120,2313,5,1,20.0,237,6,224684,d9b7e57e-ae16-4214-9eea-d3a98652b0e1,,120
120,2618,1,2,20.0,129,10,224684,d9b7e57e-ae16-4214-9eea-d3a98652b0e1,238,120
120,1676,5,1,20.0,205,7,224682,08a4de70-8f37-4820-b139-4606f055c37e,,120
119,2780,3,2,19.5,209,8,224682,08a4de70-8f37-4820-b139-4606f055c37e,206,120
120,1533,5,1,20.0,153,9,224674,64b81960-ef6d-4204-b972-9809036b379f,,120
111,1303,3,2,18.3,154,3,224674,64b81960-ef6d-4204-b972-9809036b379f,154,120
120,2624,5,1,20.0,142,7,224668,305fefa2-ef75-41b2-b760-8829ba5b0500,,120
57,1906,3,2,9.3,144,3,224668,305fefa2-ef75-41b2-b760-8829ba5b0500,143,120
120,1518,5,1,20.0,349,5,224670,d16afb0d-2d72-4e0c-9104-7f808f2e420d,,120
120,2625,5,2,20.0,86,7,224670,d16afb0d-2d72-4e0c-9104-7f808f2e420d,350,120
120,2619,5,1,20.0,89,7,224672,f0f18bd4-c8ae-4e52-ac1f-d7318ab14afd,,120
37,2497,3,2,6.1,92,,224672,f0f18bd4-c8ae-4e52-ac1f-d7318ab14afd,90,120
117,2625,1,1,19.3,91,10,224659,b5f7fd8a-e49b-4f69-989a-bb03ccf457ad,,120
60,1390,3,2,10.0,92,2,224659,b5f7fd8a-e49b-4f69-989a-bb03ccf457ad,92,120
120,2624,5,1,20.0,111,8,224657,95bffa3e-23ed-44d1-8a00-0445e7ae0dec,,120
104,2620,3,2,17.2,112,4,224657,95bffa3e-23ed-44d1-8a00-0445e7ae0dec,112,120
120,1447,5,1,20.0,193,6,224665,03ea703f-bdc2-4f98-80bf-9980848d64e2,,120
117,2313,3,2,19.3,194,6,224665,03ea703f-bdc2-4f98-80bf-9980848d64e2,194,120
120,2780,5,1,20.0,162,7,224664,32ff6ffc-eb04-445c-beda-ad403d44ceb0,,120
112,2378,3,2,18.4,163,5,224664,32ff6ffc-eb04-445c-beda-ad403d44ceb0,163,120
120,2616,5,1,20.0,119,9,224661,af247aa5-3d45-4776-b26b-9c6f174afa4f,,120
119,2619,1,2,19.5,99,10,224661,af247aa5-3d45-4776-b26b-9c6f174afa4f,120,120
120,1533,5,1,20.0,161,9,224652,e36edeb5-eb56-48da-b99c-cd136adeb058,,120
106,1906,3,2,17.4,162,5,224652,e36edeb5-eb56-48da-b99c-cd136adeb058,162,120
120,2497,5,1,20.0,154,8,224655,cd18e420-7a47-48e3-8370-35b8813450e9,,120
114,1168,3,2,19.0,157,5,224655,cd18e420-7a47-48e3-8370-35b8813450e9,155,120
120,2234,5,1,20.0,169,8,224654,03fcd16a-64fd-4bc6-82b2-afb44ab8ac41,,120
113,1518,3,2,18.5,172,6,224654,03fcd16a-64fd-4bc6-82b2-afb44ab8ac41,170,120
120,2215,5,1,20.0,192,4,224648,e71e0f25-a1cf-4130-8e9b-0e7fc02c8fe1,,120
117,1484,1,2,19.3,153,10,224648,e71e0f25-a1cf-4130-8e9b-0e7fc02c8fe1,193,120
120,1568,5,1,20.0,235,5,224639,c6fdefb1-beaa-4a8f-9bd2-0d8e11d2e893,,120
120,1880,5,2,20.0,177,9,224639,c6fdefb1-beaa-4a8f-9bd2-0d8e11d2e893,236,120
120,1739,5,1,20.0,178,8,224637,5e59ca9d-c393-4daa-a8e8-96b003628fb6,,120
120,2441,5,2,20.0,171,9,224637,5e59ca9d-c393-4daa-a8e8-96b003628fb6,179,120
120,2272,5,1,20.0,152,7,224641,7f1a195f-5e4f-495e-b84b-e27b1856d686,,120
116,1862,3,2,19.2,154,3,224641,7f1a195f-5e4f-495e-b84b-e27b1856d686,153,120
120,1245,5,1,20.0,206,5,224645,87b7708c-8c74-4381-9448-fd32ae189633,,120
119,1671,1,2,19.5,190,10,224645,87b7708c-8c74-4381-9448-fd32ae189633,207,120
54,1676,5,1,9.0,120,7,224643,fe12ba36-4cde-4239-8c98-43a885b6b8bb,,54
49,2049,1,2,8.1,57,10,224643,fe12ba36-4cde-4239-8c98-43a885b6b8bb,121,54
109,1762,1,1,18.1,87,10,224649,b2e15824-e8fe-4e6c-ba1b-e8ce7be76951,,120
78,2164,3,2,13.0,88,4,224649,b2e15824-e8fe-4e6c-ba1b-e8ce7be76951,88,120
120,1056,5,1,20.0,157,6,224635,368f2c18-825b-49bf-a323-9d39323bb9ca,,120
115,1247,3,2,19.1,160,4,224635,368f2c18-825b-49bf-a323-9d39323bb9ca,158,120
120,2621,5,1,20.0,182,7,224633,818508be-0c6a-4848-9b4a-012a78c362f0,,120
79,1013,3,2,13.1,185,2,224633,818508be-0c6a-4848-9b4a-012a78c362f0,183,120
120,2732,5,1,20.0,147,6,224631,1afbb856-4124-4ca5-9a80-c0220827c2a6,,120
84,1303,3,2,14.0,150,1,224631,1afbb856-4124-4ca5-9a80-c0220827c2a6,148,120
120,2621,5,1,20.0,150,7,224623,cac7be31-3264-4c73-8270-58d673a12a96,,120
86,1390,3,2,14.2,154,2,224623,cac7be31-3264-4c73-8270-58d673a12a96,151,120
120,2616,5,1,20.0,110,8,224625,bc45b2d5-e55b-46ef-9018-9a45b9a9f0fe,,120
118,1247,3,2,19.4,113,8,224625,bc45b2d5-e55b-46ef-9018-9a45b9a9f0fe,111,120
78,1762,5,1,13.0,143,6,224629,50aa0a8d-fe9f-4bc5-acd6-da18e04ca7a2,,78
47,2313,1,2,7.5,69,2,224629,50aa0a8d-fe9f-4bc5-acd6-da18e04ca7a2,80,45
120,2732,5,1,20.0,199,2,224621,504cec87-a87a-4523-aa30-96ec53b20802,,120
90,2620,1,2,15.0,96,10,224621,504cec87-a87a-4523-aa30-96ec53b20802,200,120
120,1906,5,1,20.0,196,6,224615,b5f7a831-fa2f-4b99-a9f2-bdcdc7144cff,,120
120,2441,1,2,20.0,189,10,224615,b5f7a831-fa2f-4b99-a9f2-bdcdc7144cff,197,120
120,2272,5,1,20.0,145,8,224619,af48700a-076e-42a9-b4db-23403e13db62,,120
89,2497,3,2,14.5,149,5,224619,af48700a-076e-42a9-b4db-23403e13db62,146,120
120,1568,5,1,20.0,266,6,224617,05601433-fb7e-4c51-9c2b-4398adb73674,,120
120,1518,5,2,20.0,188,8,224617,05601433-fb7e-4c51-9c2b-4398adb73674,267,120
118,2618,1,1,19.4,107,10,224613,5d57cf83-91f0-4f1d-8665-29ca7e5ac144,,120
73,2215,3,2,12.1,108,3,224613,5d57cf83-91f0-4f1d-8665-29ca7e5ac144,108,120
120,2625,5,1,20.0,101,6,224603,83670532-2dd7-4b09-8482-a22160194ad9,,120
102,1013,3,2,17.0,102,4,224603,83670532-2dd7-4b09-8482-a22160194ad9,102,120
120,2624,5,1,20.0,127,6,224601,d3655e59-a2de-4ec5-87e6-8eeff8d41ca3,,120
71,1303,3,2,11.5,128,4,224601,d3655e59-a2de-4ec5-87e6-8eeff8d41ca3,128,120
72,2617,5,1,12.0,125,5,224609,91d9ef45-7083-4ce7-8ec0-54f9ef93cdf4,,72
54,2049,3,2,9.0,96,3,224609,91d9ef45-7083-4ce7-8ec0-54f9ef93cdf4,95,54
120,1056,5,1,20.0,242,4,224605,3223dcdc-04b6-4fe2-b6bf-1fa2caf0cfcb,,120
120,2619,5,2,20.0,86,5,224605,3223dcdc-04b6-4fe2-b6bf-1fa2caf0cfcb,243,120
120,2164,5,1,20.0,222,8,224611,5fa58b15-d6d5-4248-836f-56dce3d16ed5,,120
120,1484,5,2,20.0,199,9,224611,5fa58b15-d6d5-4248-836f-56dce3d16ed5,223,120
120,1739,5,1,20.0,139,8,224595,5f7f3a1f-667a-46ee-9e16-8edfc2b66506,,120
98,1533,3,2,16.2,143,4,224595,5f7f3a1f-667a-46ee-9e16-8edfc2b66506,140,120
120,1880,1,1,20.0,90,10,224597,739a553c-43e9-4e3a-b04d-dd02689b7728,,120
69,2234,3,2,11.3,93,3,224597,739a553c-43e9-4e3a-b04d-dd02689b7728,91,120
96,1862,5,1,16.0,111,8,224599,541b5705-3eb5-4337-b44d-b8a405c56ecd,,96
96,1168,3,2,16.0,113,9,224599,541b5705-3eb5-4337-b44d-b8a405c56ecd,112,96
36,2617,5,1,6.0,91,2,224591,e99fb37d-0ea6-484a-ad5d-5c8d28b3c56e,,36
36,1676,5,2,6.0,75,3,224591,e99fb37d-0ea6-484a-ad5d-5c8d28b3c56e,92,36
120,1484,5,1,20.0,212,7,224593,156cdaa7-4f4c-47ca-9c47-aea3364810de,,120
120,2618,5,2,20.0,106,8,224593,156cdaa7-4f4c-47ca-9c47-aea3364810de,213,120
109,2624,1,1,18.1,91,10,224585,503ee7a7-6b87-4d47-bcc2-21a603e9ce73,,120
55,1533,3,2,9.1,92,1,224585,503ee7a7-6b87-4d47-bcc2-21a603e9ce73,92,120
110,2625,1,1,18.2,82,10,224587,600ad0ca-ed0f-435e-b777-cc1b6a95fe61,,120
34,2234,3,2,5.4,86,2,224587,600ad0ca-ed0f-435e-b777-cc1b6a95fe61,83,120
120,2619,1,1,20.0,93,10,224589,30f1b472-ffb0-46ce-8878-6206d3b4567a,,120
27,1168,3,2,4.3,94,,224589,30f1b472-ffb0-46ce-8878-6206d3b4567a,94,120
120,1862,5,1,20.0,133,9,224583,ff18348b-dd77-435b-95c2-956987fdd98b,,120
107,1056,3,2,17.5,134,6,224583,ff18348b-dd77-435b-95c2-956987fdd98b,134,120
120,1013,5,1,20.0,133,9,224581,fc8a5548-191e-4cc2-8d2d-c488dfc28e41,,120
113,1880,1,2,18.5,114,10,224581,fc8a5548-191e-4cc2-8d2d-c488dfc28e41,134,120
120,1303,5,1,20.0,189,9,224579,6005db05-c9a6-464f-b968-1499f4245fca,,120
118,1739,3,2,19.4,190,4,224579,6005db05-c9a6-464f-b968-1499f4245fca,190,120
120,2620,5,1,20.0,176,5,224565,a92a9862-e894-43c6-9992-9220e2d6a7cd,,120
120,1906,5,2,20.0,176,7,224565,a92a9862-e894-43c6-9992-9220e2d6a7cd,177,120
120,1762,5,1,20.0,234,5,224575,48d22bbd-7671-4af9-b94f-072f693e944d,,120
120,2215,5,2,20.0,191,9,224575,48d22bbd-7671-4af9-b94f-072f693e944d,235,120
120,2616,5,1,20.0,120,8,224569,217d2a1d-390f-468a-b87d-8ca9515b768c,,120
111,2497,3,2,18.3,124,6,224569,217d2a1d-390f-468a-b87d-8ca9515b768c,121,120
120,1671,5,1,20.0,176,9,224573,b0006de6-558f-4ba7-8ac8-fc65103c2837,,120
100,2780,3,2,16.4,177,1,224573,b0006de6-558f-4ba7-8ac8-fc65103c2837,177,120
120,1390,5,1,20.0,109,9,224567,9347cb28-e8ed-48dd-b009-49e96e74b3b4,,120
68,1518,3,2,11.2,115,3,224567,9347cb28-e8ed-48dd-b009-49e96e74b3b4,110,120
115,2049,1,1,19.1,123,10,224571,6e0ea9ca-2a5b-4188-885e-c90885710f50,,120
84,1245,3,2,14.0,124,2,224571,6e0ea9ca-2a5b-4188-885e-c90885710f50,124,120
120,2164,5,1,20.0,174,7,224577,92fe15c8-ef24-44f5-a5c9-5b1ea97e9142,,120
94,1447,1,2,15.4,99,10,224577,92fe15c8-ef24-44f5-a5c9-5b1ea97e9142,175,120
120,1568,5,1,20.0,186,7,224560,41da9aa9-5c6d-4e07-8f5c-13a309699fcd,,120
120,2621,5,2,20.0,143,6,224560,41da9aa9-5c6d-4e07-8f5c-13a309699fcd,187,120
120,1247,5,1,20.0,173,8,224563,89c2aaf7-408c-40d5-ba1d-e1350d599e21,,120
117,2272,3,2,19.3,177,7,224563,89c2aaf7-408c-40d5-ba1d-e1350d599e21,174,120
120,2732,5,1,20.0,118,9,224558,476b3596-ec6f-41cf-ae66-468a62e8e874,,120
75,2441,3,2,12.3,119,1,224558,476b3596-ec6f-41cf-ae66-468a62e8e874,119,120
816,3790,1,1,136.0,389,10,236351,d4560739-2822-43c7-82b3-be9c53368488,,
562,3800,1,2,93.4,235,10,236351,d4560739-2822-43c7-82b3-be9c53368488,,
377,3800,1,3,62.5,333,10,236351,d4560739-2822-43c7-82b3-be9c53368488,,
244,3790,1,4,40.4,74,10,236351,d4560739-2822-43c7-82b3-be9c53368488,180,
200,3787,1,1,33.2,75,10,236348,4ae3fcab-fdd1-4adc-9c76-475d3e2beff4,,
588,3794,2,2,98.0,429,7,236348,4ae3fcab-fdd1-4adc-9c76-475d3e2beff4,,
169,3787,1,3,28.1,73,10,236348,4ae3fcab-fdd1-4adc-9c76-475d3e2beff4,,
508,3797,1,1,84.4,256,10,236357,b13565be-f6b2-4857-afb3-4832ecd1b181,,
361,3789,1,2,60.1,217,10,236357,b13565be-f6b2-4857-afb3-4832ecd1b181,,
387,3797,1,3,64.3,152,10,236357,b13565be-f6b2-4857-afb3-4832ecd1b181,,
277,3789,1,4,46.1,149,10,236357,b13565be-f6b2-4857-afb3-4832ecd1b181,192,
608,3780,1,1,101.2,389,10,236355,7274fd0f-1b47-4ecc-8952-ef554a2cb541,,
520,3799,1,2,86.4,242,10,236355,7274fd0f-1b47-4ecc-8952-ef554a2cb541,,
359,3780,2,3,59.5,303,6,236355,7274fd0f-1b47-4ecc-8952-ef554a2cb541,,
322,3799,1,4,53.4,186,10,236355,7274fd0f-1b47-4ecc-8952-ef554a2cb541,451,
188,3802,1,1,31.2,86,10,236353,1c129eb0-794e-4871-b909-7b9ddd17fc68,,
489,3788,2,2,81.3,328,6,236353,1c129eb0-794e-4871-b909-7b9ddd17fc68,,
48,3802,0,3,8.0,10,,236353,1c129eb0-794e-4871-b909-7b9ddd17fc68,,
116,3810,1,1,19.2,40,10,236346,69e6e157-883c-4771-a82b-107fddd032a8,,
450,3796,2,2,75.0,305,7,236346,69e6e157-883c-4771-a82b-107fddd032a8,,
181,3810,1,3,30.1,59,10,236346,69e6e157-883c-4771-a82b-107fddd032a8,,
758,3805,2,1,126.2,355,9,236359,843344a0-e7e5-45ae-99b8-7ac17fc1d029,,
243,3792,1,2,40.3,89,10,236359,843344a0-e7e5-45ae-99b8-7ac17fc1d029,,
407,3792,1,3,67.5,203,10,236359,843344a0-e7e5-45ae-99b8-7ac17fc1d029,,
408,3808,1,1,68.0,178,10,236345,d826e614-b452-4dd1-b125-1ceb2cca3b88,,
600,3807,2,2,100.0,608,6,236345,d826e614-b452-4dd1-b125-1ceb2cca3b88,,
449,3808,1,3,74.5,213,10,236345,d826e614-b452-4dd1-b125-1ceb2cca3b88,,
575,3784,1,1,95.5,308,10,236358,e20881b8-19e3-444b-b3eb-f5ae8b22e4ae,,
377,3806,1,2,62.5,147,10,236358,e20881b8-19e3-444b-b3eb-f5ae8b22e4ae,,
324,3806,1,3,54.0,107,10,236358,e20881b8-19e3-444b-b3eb-f5ae8b22e4ae,,
866,3785,1,1,144.2,422,10,236350,a5e70adf-0662-44a8-943e-4966d80969ca,,
180,3783,1,2,30.0,61,10,236350,a5e70adf-0662-44a8-943e-4966d80969ca,,
381,3783,1,3,63.3,176,10,236350,a5e70adf-0662-44a8-943e-4966d80969ca,,
388,3786,1,1,64.4,222,10,236354,713aeb5f-aba8-4294-994a-18668d553085,,
597,3781,1,2,99.3,294,10,236354,713aeb5f-aba8-4294-994a-18668d553085,,
475,3786,1,3,79.1,194,10,236354,713aeb5f-aba8-4294-994a-18668d553085,,
196,3781,3,4,32.4,124,3,236354,713aeb5f-aba8-4294-994a-18668d553085,123,
802,3777,2,1,133.4,635,7,236356,b633486c-2050-4efc-bff4-ac495dda83fc,,
287,3779,1,2,47.5,106,10,236356,b633486c-2050-4efc-bff4-ac495dda83fc,,
432,3779,1,3,72.0,272,10,236356,b633486c-2050-4efc-bff4-ac495dda83fc,,
750,3782,2,1,125.0,660,4,236362,0cd644b0-eded-4b15-a728-0343520ed47a,,
257,3793,1,2,42.5,192,10,236362,0cd644b0-eded-4b15-a728-0343520ed47a,,
178,3793,1,3,29.4,137,10,236362,0cd644b0-eded-4b15-a728-0343520ed47a,,
497,3811,1,1,82.5,221,10,236352,a7b6b31e-bfad-424e-8684-135b1e8277e9,,
345,3778,1,2,57.3,142,10,236352,a7b6b31e-bfad-424e-8684-135b1e8277e9,,
546,3811,2,3,91.0,423,6,236352,a7b6b31e-bfad-424e-8684-135b1e8277e9,,
724,3778,1,4,120.4,242,10,236352,a7b6b31e-bfad-424e-8684-135b1e8277e9,503,
320,3809,1,1,53.2,168,10,236361,d14ff1fd-d7ee-404d-ad55-141e99e66d5f,,
687,3801,1,2,114.3,368,10,236361,d14ff1fd-d7ee-404d-ad55-141e99e66d5f,,
278,3809,1,3,46.2,106,10,236361,d14ff1fd-d7ee-404d-ad55-141e99e66d5f,,
862,3803,1,1,143.4,467,10,236349,07269374-7562-43b8-8d06-29d1b0b97de8,,
455,3798,1,2,75.5,182,10,236349,07269374-7562-43b8-8d06-29d1b0b97de8,,
827,3798,0,3,137.5,410,5,236349,07269374-7562-43b8-8d06-29d1b0b97de8,,
474,3795,1,1,79.0,233,10,236347,01d36de6-7a95-4a1c-8f23-077798a5724b,,
542,3791,1,2,90.2,181,10,236347,01d36de6-7a95-4a1c-8f23-077798a5724b,,
572,3795,1,3,95.2,224,10,236347,01d36de6-7a95-4a1c-8f23-077798a5724b,,
142,3791,1,4,23.4,51,10,236347,01d36de6-7a95-4a1c-8f23-077798a5724b,277,
292,3697,1,1,48.4,139,10,236360,9772e1bd-fdd3-42f6-ba81-40ecf2e90776,,
112,3804,1,2,18.4,85,10,236360,9772e1bd-fdd3-42f6-ba81-40ecf2e90776,,
480,3697,1,3,80.0,337,10,236360,9772e1bd-fdd3-42f6-ba81-40ecf2e90776,,
421,3804,1,4,70.1,255,10,236360,9772e1bd-fdd3-42f6-ba81-40ecf2e90776,392,
120,1447,5,1,20.0,171,9,224556,67a85870-848b-45a1-b2fa-79082cde2ff6,,120
103,2215,3,2,17.1,172,5,224556,67a85870-848b-45a1-b2fa-79082cde2ff6,172,120
120,1739,5,1,20.0,188,8,224548,2ebcaf04-d1d5-4454-b6b1-36231d90be1e,,120
120,1906,5,2,20.0,179,7,224548,2ebcaf04-d1d5-4454-b6b1-36231d90be1e,189,120
120,3294,5,1,20.0,171,7,225156,1671b902-60ca-4375-b7c2-18ac76388bd6,,120
120,3290,5,2,20.0,145,8,225156,1671b902-60ca-4375-b7c2-18ac76388bd6,172,120
104,1862,1,1,17.2,117,10,224552,077bffa7-a445-49ae-b255-20d8193577e7,,120
92,2497,3,2,15.2,119,4,224552,077bffa7-a445-49ae-b255-20d8193577e7,118,120
120,1880,5,1,20.0,221,6,224550,56dc6b6c-174b-4447-9c65-1a26ce287517,,120
120,1518,3,2,20.0,222,7,224550,56dc6b6c-174b-4447-9c65-1a26ce287517,222,120
115,2049,1,1,19.1,150,10,224554,103739a1-d070-4bcb-8743-863f5b56a21f,,120
115,2780,1,2,19.1,139,10,224554,103739a1-d070-4bcb-8743-863f5b56a21f,151,120
120,2625,5,1,20.0,86,7,224544,b403afcc-f50c-4076-a73f-8938e2039c39,,120
43,2621,3,2,7.1,90,2,224544,b403afcc-f50c-4076-a73f-8938e2039c39,87,120
120,2732,5,1,20.0,169,7,224542,7512c7b4-3bbe-420b-ba96-d6399a27ed62,,120
120,2624,5,2,20.0,161,8,224542,7512c7b4-3bbe-420b-ba96-d6399a27ed62,170,120
55,2619,1,1,9.1,32,10,224546,9aab8a52-7c56-4269-b57d-cc986d05395d,,120
18,1247,3,2,3.0,34,,224546,9aab8a52-7c56-4269-b57d-cc986d05395d,33,120
118,2617,1,1,19.4,136,10,224536,0a7d4f0d-c0f4-4754-b0b8-0848676ed71e,,120
75,1245,3,2,12.3,139,3,224536,0a7d4f0d-c0f4-4754-b0b8-0848676ed71e,137,120
120,2618,5,1,20.0,120,8,224540,89604e6a-9bac-45ba-82d4-10408e4f4fb2,,120
68,1762,3,2,11.2,121,2,224540,89604e6a-9bac-45ba-82d4-10408e4f4fb2,121,120
120,2234,5,1,20.0,171,8,224530,6d815fe0-c644-42cf-96a2-82d4cbb7b28f,,120
109,1568,3,2,18.1,173,5,224530,6d815fe0-c644-42cf-96a2-82d4cbb7b28f,172,120
120,1533,5,1,20.0,187,8,224528,deb6699e-0d51-46ef-8161-2230dbe4dfc5,,120
120,2441,5,2,20.0,163,8,224528,deb6699e-0d51-46ef-8161-2230dbe4dfc5,188,120
120,1168,5,1,20.0,177,6,224532,8b5a1f40-8967-4c5d-a68c-acf2e533e3d0,,120
120,2272,5,2,20.0,135,9,224532,8b5a1f40-8967-4c5d-a68c-acf2e533e3d0,178,120
120,2378,5,1,20.0,159,5,224534,b71c4963-307b-4ad1-93b6-5afd864c65c5,,120
119,1671,3,2,19.5,160,7,224534,b71c4963-307b-4ad1-93b6-5afd864c65c5,160,120
120,2313,5,1,20.0,154,5,224538,9dbd2533-fe86-45db-9a37-49a5be682cc0,,120
94,2164,3,2,15.4,155,2,224538,9dbd2533-fe86-45db-9a37-49a5be682cc0,155,120
120,2616,5,1,20.0,110,8,224526,6be701ac-8f8f-4ef4-a8c4-a34f52247469,,120
68,1056,3,2,11.2,112,3,224526,6be701ac-8f8f-4ef4-a8c4-a34f52247469,111,120
120,1390,5,1,20.0,155,8,224524,8f5acc55-f4a5-405a-9b52-2003fc5defbb,,120
62,1013,3,2,10.2,156,2,224524,8f5acc55-f4a5-405a-9b52-2003fc5defbb,156,120
120,2620,5,1,20.0,157,4,224522,5115a98d-ff86-4465-a37f-034a1252b523,,120
93,1303,3,2,15.3,158,2,224522,5115a98d-ff86-4465-a37f-034a1252b523,158,120
120,3291,5,1,20.0,148,5,225155,07f9afc5-ae15-450d-b278-b0fd4193fb12,,120
103,3294,3,2,17.1,149,3,225155,07f9afc5-ae15-450d-b278-b0fd4193fb12,149,120
110,2272,1,1,18.2,100,10,224516,88c9a4ce-b8de-4602-97d0-36c9c1f47695,,120
81,1056,3,2,13.3,104,3,224516,88c9a4ce-b8de-4602-97d0-36c9c1f47695,101,120
120,1568,5,1,20.0,196,4,224514,c46515c0-00b9-403c-8b58-966ff1e9fa55,,120
116,1013,3,2,19.2,199,5,224514,c46515c0-00b9-403c-8b58-966ff1e9fa55,197,120
120,1671,5,1,20.0,166,7,224518,a740a6eb-1e81-4798-beff-bc5d7ed08a88,,120
116,2617,3,2,19.2,168,4,224518,a740a6eb-1e81-4798-beff-bc5d7ed08a88,167,120
111,2441,1,1,18.3,137,10,224513,729bff88-f195-4e8a-a83a-377a930afa3a,,120
107,1303,3,2,17.5,138,2,224513,729bff88-f195-4e8a-a83a-377a930afa3a,138,120
103,2618,1,1,17.1,77,10,224520,ee64c4d6-495e-464c-85c9-df4b29a4d269,,120
58,2164,3,2,9.4,79,2,224520,ee64c4d6-495e-464c-85c9-df4b29a4d269,78,120
120,1880,5,1,20.0,218,6,224511,29cb709d-90dd-411b-9c97-625a1e5360e8,,120
120,2625,5,2,20.0,84,7,224511,29cb709d-90dd-411b-9c97-625a1e5360e8,212,120
120,1739,5,1,20.0,222,5,224510,3b63a63d-b2a7-4522-ade2-74ef7213e463,,120
118,2624,1,2,19.4,121,10,224510,3b63a63d-b2a7-4522-ade2-74ef7213e463,223,120
120,1862,5,1,20.0,255,2,224512,fee18b83-2ddb-46f1-b62e-669df8973a77,,120
102,2619,1,2,17.0,80,10,224512,fee18b83-2ddb-46f1-b62e-669df8973a77,256,120
120,1676,5,1,20.0,194,5,224507,d12def7c-03d0-4eef-9b7c-be9bd6ae0ae2,,120
113,2378,3,2,18.5,198,3,224507,d12def7c-03d0-4eef-9b7c-be9bd6ae0ae2,195,120
120,1762,5,1,20.0,187,7,224508,b2139244-0891-4ba8-8409-7dd7c9764068,,120
119,1447,3,2,19.5,189,6,224508,b2139244-0891-4ba8-8409-7dd7c9764068,188,120
120,3290,5,1,20.0,145,4,225154,b548cb46-ef19-49bd-8774-f8351c7b5c46,,120
120,3293,5,2,20.0,131,8,225154,b548cb46-ef19-49bd-8774-f8351c7b5c46,146,120
120,1484,5,1,20.0,187,7,224509,445670a7-4907-4bd0-bfa1-abba0fde283f,,120
120,2313,5,2,20.0,165,5,224509,445670a7-4907-4bd0-bfa1-abba0fde283f,188,120
120,2497,5,1,20.0,161,4,224505,4efd7158-0f80-49ce-bf1c-272a59c12e94,,120
118,1247,1,2,19.4,126,10,224505,4efd7158-0f80-49ce-bf1c-272a59c12e94,162,120
120,2780,5,1,20.0,191,9,224506,2d348079-5b28-47ec-bc84-201b42ef1383,,120
120,1245,5,2,20.0,186,9,224506,2d348079-5b28-47ec-bc84-201b42ef1383,192,120
120,2732,5,1,20.0,113,6,224503,bd81a766-b709-4f4d-9501-980f43dae994,,120
58,1906,3,2,9.4,114,4,224503,bd81a766-b709-4f4d-9501-980f43dae994,114,120
120,2621,5,1,20.0,165,7,224504,2d67370b-e7d4-46c1-8a6a-2853b8f061f4,,120
112,1518,3,2,18.4,168,5,224504,2d67370b-e7d4-46c1-8a6a-2853b8f061f4,166,120
120,1533,5,1,20.0,217,6,224500,483c0d34-5388-43f7-ac56-e98dc7db24c4,,120
120,2620,5,2,20.0,155,5,224500,483c0d34-5388-43f7-ac56-e98dc7db24c4,218,120
120,1390,5,1,20.0,185,5,224501,c845502b-251b-4626-ab22-5d5afdf92b99,,120
117,2234,3,2,19.3,191,5,224501,c845502b-251b-4626-ab22-5d5afdf92b99,186,120
120,1168,5,1,20.0,243,4,224502,2e96d521-167b-461a-bf41-327627257343,,120
120,2616,5,2,20.0,155,6,224502,2e96d521-167b-461a-bf41-327627257343,244,120
120,1245,5,1,20.0,216,6,224498,003db4d7-d1ad-4a47-b261-048e63a1745b,,120
115,1676,1,2,19.1,183,10,224498,003db4d7-d1ad-4a47-b261-048e63a1745b,217,120
120,1484,5,1,20.0,149,9,224499,f6307fad-71af-4f12-b660-00a844234715,,120
109,1762,3,2,18.1,153,7,224499,f6307fad-71af-4f12-b660-00a844234715,150,120
120,3291,5,1,20.0,197,3,225153,4e88c443-64f6-4f14-8a1e-a5a119fa6c93,,120
120,3293,5,2,20.0,124,8,225153,4e88c443-64f6-4f14-8a1e-a5a119fa6c93,198,120
120,2497,5,1,20.0,233,3,224497,668cefd6-3e53-4550-a510-eae19b5aeffc,,120
120,1056,5,2,20.0,186,8,224497,668cefd6-3e53-4550-a510-eae19b5aeffc,234,120
118,1906,1,1,19.4,179,10,224495,c3774729-fe0c-4c7a-98bf-ff1f2fc2c274,,120
114,1303,3,2,19.0,181,6,224495,c3774729-fe0c-4c7a-98bf-ff1f2fc2c274,180,120
120,1013,5,1,20.0,184,5,224496,4af42457-1774-41a9-a6d2-3fb0931cb617,,120
117,1518,3,2,19.3,188,5,224496,4af42457-1774-41a9-a6d2-3fb0931cb617,185,120
120,2621,5,1,20.0,215,5,224493,5c3b6a78-f155-40ab-8377-9649fde9600e,,120
