Unnamed: 0,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,STclientID,NSTclientID,OverNO
68,5.0,505,1,14,Delhi Capitals,David Warner,Shreyas Gopal,,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,10.5,2.0,1.0,0,202815.0,-109.43,114.78,1.0,0,,,Knuckleball,47.0,FRONTFOOT ON DRIVE,0.0,0.0,5,10.0,95,3,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
69,6.0,505,1,14,Delhi Capitals,Rovman Powell,Shreyas Gopal,,11,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,10.6,2.0,1.0,0,202816.0,-139.82,157.6,6.0,0,,,Knuckleball,5.0,LOFTED OFF DRIVE,0.0,0.0,6,10.0,101,3,,,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,,
70,1.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,12,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,11.1,2.0,1.0,0,202817.0,-157.77,118.46,4.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/IPL-2022/Delhi-Capitals-VS-Sunrisers-Hyderabad-(05-May-2022)/File_1-12-202817.jpg,,Knuckleball,58.0,BACKFOOT PULL SHOT,0.0,0.0,1,11.0,105,3,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
71,2.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,11.2,2.0,1.0,0,202818.0,35.61,68.27,0.0,0,,,Knuckleball,27.0,FORWARD PUSH,0.0,0.0,2,11.0,105,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
72,3.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,12,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,11.3,2.0,1.0,1,202819.0,35.61,68.27,1.0,0,,,Knuckleball,105.0,LEFT ALONE,0.0,0.0,3,11.0,106,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
73,4.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,12,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,,,0.0,11.3,2.0,1.0,0,202820.0,163.15,41.11,3.0,0,,,Knuckleball,52.0,BACKFOOT COVERDRIVE,0.0,0.0,4,11.0,109,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
74,5.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,12,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,11.4,2.0,1.0,0,202821.0,-79.96,-11.38,0.0,0,,,Knuckleball,97.0,BACKFOOT PUSH,0.0,0.0,5,11.0,109,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
75,6.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,12,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,11.5,2.0,1.0,0,202822.0,159.0,13.48,2.0,0,,,Knuckleball,40.0,FRONTFOOT FLICK,0.0,0.0,6,11.0,111,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
76,7.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,12,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,11.6,2.0,1.0,0,202823.0,134.6,-25.19,1.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,7,11.0,112,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
77,1.0,505,1,14,Delhi Capitals,Rovman Powell,Kartik Tyagi,,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.1,2.0,1.0,0,202824.0,-59.7,-93.8,1.0,0,,,Knuckleball,44.0,GLIDE,0.0,0.0,1,12.0,113,3,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
78,2.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,12.2,2.0,1.0,0,202825.0,-59.7,-93.8,0.0,0,,36.0,BOUNCER,105.0,LEFT ALONE,1.0,0.0,2,12.0,113,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
79,3.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,13,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,12.3,2.0,1.0,0,202826.0,-61.08,-118.66,2.0,0,,,Knuckleball,40.0,FRONTFOOT FLICK,0.0,0.0,3,12.0,115,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
80,4.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,13,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.4,2.0,1.0,0,202827.0,131.84,-30.72,1.0,0,,,Knuckleball,59.0,FRONTFOOT SQUARE DRIVE,0.0,0.0,4,12.0,116,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
81,5.0,505,1,14,Delhi Capitals,Rovman Powell,Kartik Tyagi,,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,12.5,2.0,1.0,0,202828.0,100.99,129.51,1.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,5,12.0,117,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
82,6.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,13,6,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,12.6,2.0,1.0,0,202829.0,-75.82,-143.06,6.0,0,,,Knuckleball,95.0,SLOG SWEEP,0.0,0.0,6,12.0,123,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
83,1.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,13.1,2.0,1.0,0,202830.0,34.69,-117.74,1.0,0,,,Knuckleball,40.0,FRONTFOOT FLICK,0.0,0.0,1,13.0,124,3,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
84,2.0,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,14,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,13.2,2.0,1.0,0,202831.0,13.05,191.67,2.0,0,,,Knuckleball,19.0,BACKFOOT STRAIGHT DRIVE,0.0,0.0,2,13.0,126,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
85,3.0,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,14,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,13.3,2.0,1.0,0,202832.0,73.82,17.63,1.0,0,,,Knuckleball,97.0,BACKFOOT PUSH,0.0,0.0,3,13.0,127,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
86,4.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,14,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,13.4,2.0,1.0,0,202833.0,65.08,-76.3,2.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,4,13.0,129,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
87,5.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,14,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,13.5,2.0,1.0,0,202834.0,134.14,-33.02,1.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,5,13.0,130,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
88,6.0,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,14,6,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,13.6,2.0,1.0,1,202835.0,134.14,-33.02,1.0,0,,,Knuckleball,105.0,LEFT ALONE,0.0,0.0,6,13.0,131,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
89,7.0,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,14,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,13.6,2.0,1.0,0,202836.0,140.13,163.12,4.0,0,,,Knuckleball,84.0,FRONTFOOT OFF DRIVE,0.0,0.0,7,13.0,135,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
90,1.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.1,2.0,1.0,0,202837.0,-66.15,88.99,0.0,0,,,Knuckleball,5.0,LOFTED OFF DRIVE,0.0,0.0,1,14.0,135,3,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
91,2.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.2,2.0,1.0,0,202838.0,-66.15,88.99,0.0,0,,,Knuckleball,105.0,LEFT ALONE,0.0,0.0,2,14.0,135,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
92,3.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,15,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,14.3,2.0,1.0,0,202839.0,76.59,153.45,1.0,0,,,Knuckleball,101.0,BACKFOOT ON DRIVE,0.0,0.0,3,14.0,136,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
93,4.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.4,2.0,1.0,0,202840.0,76.59,-24.73,0.0,0,,,Knuckleball,16.0,BACKFOOT SQUARE DRIVE,0.0,0.0,4,14.0,136,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
94,5.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,15,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,14.5,2.0,1.0,0,202841.0,76.59,-24.73,0.0,0,,,Knuckleball,54.0,LEG GLANCE,0.0,0.0,5,14.0,136,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
95,6.0,505,1,14,Delhi Capitals,David Warner,Umran Malik,,15,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,14.6,2.0,1.0,0,202842.0,65.08,89.45,1.0,0,,,Knuckleball,27.0,FORWARD PUSH,0.0,0.0,6,14.0,137,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
96,1.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,15.1,2.0,1.0,0,202843.0,133.68,1.97,1.0,0,,,Knuckleball,16.0,BACKFOOT SQUARE DRIVE,0.0,0.0,1,15.0,138,3,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
97,2.0,505,1,14,Delhi Capitals,Rovman Powell,Bhuvneshwar Kumar,,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,15.2,2.0,1.0,0,202844.0,133.68,1.97,0.0,0,,,Knuckleball,49.0,FORWARD DEFENCE,0.0,0.0,2,15.0,138,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
98,3.0,505,1,14,Delhi Capitals,Rovman Powell,Bhuvneshwar Kumar,,16,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,15.3,2.0,1.0,0,202845.0,147.03,102.35,2.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,3,15.0,140,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
99,4.0,505,1,14,Delhi Capitals,Rovman Powell,Bhuvneshwar Kumar,,16,4,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,15.4,2.0,1.0,0,202846.0,151.64,-85.05,6.0,0,,,Knuckleball,57.0,HOOK SHOT,0.0,0.0,4,15.0,146,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
100,5.0,505,1,14,Delhi Capitals,Rovman Powell,Bhuvneshwar Kumar,,16,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,15.5,2.0,1.0,0,202847.0,70.14,146.55,1.0,0,,,Knuckleball,101.0,BACKFOOT ON DRIVE,0.0,0.0,5,15.0,147,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
101,6.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,15.6,2.0,1.0,0,202848.0,67.84,-32.56,0.0,0,,,Knuckleball,59.0,FRONTFOOT SQUARE DRIVE,0.0,0.0,6,15.0,147,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
103,1.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,16.1,2.0,1.0,0,202849.0,67.84,-32.56,0.0,0,,,Knuckleball,18.0,SLOG SHOT,0.0,0.0,1,16.0,147,3,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
104,2.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,17,2,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,16.2,2.0,1.0,1,202850.0,67.84,-32.56,1.0,0,,,Knuckleball,105.0,LEFT ALONE,0.0,0.0,2,16.0,148,3,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
105,3.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,17,2,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,16.2,2.0,1.0,0,202851.0,-129.69,155.76,6.0,0,,,Knuckleball,5.0,LOFTED OFF DRIVE,0.0,0.0,3,16.0,154,3,,,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
106,4.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,17,3,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,16.3,2.0,1.0,0,202852.0,147.03,146.55,6.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,4,16.0,160,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
107,5.0,505,1,14,Delhi Capitals,Rovman Powell,Sean Abbott,,17,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,16.4,2.0,1.0,0,202853.0,93.62,138.72,1.0,0,,,Knuckleball,18.0,SLOG SHOT,0.0,0.0,5,16.0,161,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
108,6.0,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,17,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,16.5,2.0,1.0,0,202854.0,7.98,218.83,4.0,0,,,Knuckleball,13.0,LOFTED STRAIGHT,0.0,0.0,6,16.0,165,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
109,7.0,505,1,14,Delhi Capitals,David Warner,Sean Abbott,,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,16.6,2.0,1.0,0,202855.0,7.98,218.83,0.0,0,,,Knuckleball,36.0,CUT SHOT,0.0,0.0,7,16.0,165,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
110,1.0,505,1,14,Delhi Capitals,Rovman Powell,Kartik Tyagi,,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,17.1,2.0,1.0,0,202856.0,63.23,172.79,1.0,0,,39.0,ANGLED IN,11.0,LOFTED ON DRIVE,0.0,0.0,1,17.0,166,3,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
111,2.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,18,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,17.2,2.0,1.0,0,202857.0,63.23,172.79,0.0,0,,30.0,ANGLED ACROSS,58.0,BACKFOOT PULL SHOT,0.0,0.0,2,17.0,166,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
112,3.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,18,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,17.3,2.0,1.0,1,202858.0,63.23,172.79,1.0,0,,30.0,ANGLED ACROSS,96.0,SLICED OVER POINT,0.0,0.0,3,17.0,167,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
113,4.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,17.3,2.0,1.0,0,202859.0,63.23,172.79,0.0,0,,30.0,ANGLED ACROSS,44.0,GLIDE,0.0,0.0,4,17.0,167,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
114,5.0,505,1,14,Delhi Capitals,David Warner,Kartik Tyagi,,18,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,17.4,2.0,1.0,0,202860.0,-94.23,108.79,1.0,0,,,Knuckleball,18.0,SLOG SHOT,0.0,0.0,5,17.0,168,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
115,6.0,505,1,14,Delhi Capitals,Rovman Powell,Kartik Tyagi,,18,5,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,17.5,2.0,1.0,0,202861.0,87.64,206.4,6.0,0,,,Knuckleball,11.0,LOFTED ON DRIVE,0.0,0.0,6,17.0,174,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
116,7.0,505,1,14,Delhi Capitals,Rovman Powell,Kartik Tyagi,,18,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,17.6,2.0,1.0,0,202862.0,87.64,206.4,0.0,0,,,Knuckleball,105.0,LEFT ALONE,0.0,0.0,7,17.0,174,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
117,1.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,19,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,18.1,2.0,1.0,0,202863.0,-20.56,-148.13,4.0,0,,,Knuckleball,24.0,REVERSE SCOOP,0.0,0.0,1,18.0,178,3,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
118,2.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,18.2,2.0,1.0,0,202864.0,-112.19,95.9,1.0,0,,,Knuckleball,37.0,STEP DOWN FLICK,0.0,0.0,2,18.0,179,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
119,3.0,505,1,14,Delhi Capitals,Rovman Powell,Bhuvneshwar Kumar,,19,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,18.3,2.0,1.0,0,202865.0,22.72,-64.79,1.0,0,,,Knuckleball,18.0,SLOG SHOT,0.0,0.0,3,18.0,180,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
120,4.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,19,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,18.4,2.0,1.0,0,202866.0,2.92,221.6,4.0,0,,,Knuckleball,13.0,LOFTED STRAIGHT,0.0,0.0,4,18.0,184,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
121,5.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,19,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,18.5,2.0,1.0,0,202867.0,-180.33,-21.51,4.0,0,,,Knuckleball,18.0,SLOG SHOT,0.0,0.0,5,18.0,188,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
122,6.0,505,1,14,Delhi Capitals,David Warner,Bhuvneshwar Kumar,,19,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,18.6,2.0,1.0,0,202868.0,64.15,97.74,0.0,0,,,Knuckleball,84.0,FRONTFOOT OFF DRIVE,0.0,0.0,6,18.0,188,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
123,1.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,20,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,19.1,2.0,1.0,0,202869.0,-93.31,183.84,6.0,0,https://scores.bcci.tv/matchcentre/commentaryFiles/IPL-2022/Delhi-Capitals-VS-Sunrisers-Hyderabad-(05-May-2022)/File_1-20-202869.jpg,,Knuckleball,5.0,LOFTED OFF DRIVE,0.0,0.0,1,19.0,194,3,,,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
124,2.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,19.2,2.0,1.0,0,202870.0,-93.31,183.84,0.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,2,19.0,194,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
125,3.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,20,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,19.3,2.0,1.0,0,202871.0,-41.28,-154.12,4.0,0,,,Knuckleball,18.0,SLOG SHOT,0.0,0.0,3,19.0,198,3,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
126,4.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,20,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,19.4,2.0,1.0,0,202872.0,-144.42,142.4,4.0,0,,,Knuckleball,52.0,BACKFOOT COVERDRIVE,0.0,0.0,4,19.0,202,3,,,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,,,
127,5.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,20,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,19.5,2.0,1.0,0,202873.0,-170.67,120.76,4.0,0,,,Knuckleball,15.0,LOFTED COVER DRIVE,0.0,0.0,5,19.0,206,3,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,
128,6.0,505,1,14,Delhi Capitals,Rovman Powell,Umran Malik,,20,6,1 (BY),1,0,0,0,0,1,1,0,0,1,0,0,0,0,,,0.0,19.6,2.0,1.0,1,202874.0,-170.67,120.76,1.0,0,,,Knuckleball,46.0,FRONTFOOT PULL SHOT,0.0,0.0,6,19.0,207,3,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,
129,1.0,505,2,20,Sunrisers Hyderabad,Abhishek Sharma,Shardul Thakur,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.1,2.0,1.0,0,202875.0,35.61,36.5,0.0,0,,,Knuckleball,50.0,BACKFOOT DEFENCE,0.0,0.0,1,0.0,0,0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
130,2.0,505,2,20,Sunrisers Hyderabad,Abhishek Sharma,Shardul Thakur,,1,2,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0.0,0.2,2.0,1.0,1,202876.0,35.61,36.5,1.0,0,,,Knuckleball,54.0,LEG GLANCE,0.0,0.0,2,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
131,3.0,505,2,20,Sunrisers Hyderabad,Abhishek Sharma,Shardul Thakur,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0.2,2.0,1.0,0,202877.0,89.94,86.69,2.0,0,,,Knuckleball,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,3,0.0,3,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
132,4.0,505,2,20,Sunrisers Hyderabad,Abhishek Sharma,Shardul Thakur,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.3,2.0,1.0,0,202878.0,-117.26,-57.42,1.0,0,,,Knuckleball,40.0,FRONTFOOT FLICK,0.0,0.0,4,0.0,4,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
133,5.0,505,2,20,Sunrisers Hyderabad,Kane Williamson,Shardul Thakur,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.4,2.0,1.0,0,202879.0,-46.35,91.76,0.0,0,,,Knuckleball,27.0,FORWARD PUSH,0.0,0.0,5,0.0,4,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
134,6.0,505,2,20,Sunrisers Hyderabad,Kane Williamson,Shardul Thakur,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.5,2.0,1.0,0,202880.0,-86.87,26.37,0.0,0,,,Knuckleball,51.0,FRONTFOOT COVERDRIVE,0.0,0.0,6,0.0,4,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
135,7.0,505,2,20,Sunrisers Hyderabad,Kane Williamson,Shardul Thakur,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,0.6,2.0,1.0,0,202881.0,-86.87,26.37,0.0,0,,,Knuckleball,36.0,CUT SHOT,0.0,0.0,7,0.0,4,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
136,1.0,505,2,20,Sunrisers Hyderabad,Abhishek Sharma,Khaleel Ahmed,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0.0,1.1,2.0,1.0,0,202882.0,-86.87,26.37,0.0,0,,,Knuckleball,27.0,FORWARD PUSH,0.0,0.0,1,1.0,4,0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
137,2.0,505,2,20,Sunrisers Hyderabad,Abhishek Sharma,Khaleel Ahmed,,2,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0.0,1.2,2.0,1.0,0,202883.0,174.2,24.07,4.0,0,,,Knuckleball,15.0,LOFTED COVER DRIVE,0.0,0.0,2,1.0,8,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
